Material_Name,Material_Type,Strength_MPa,Biodegradability,Recyclability,CO2_kg_per_kg,Cost_per_kg,Material_Safety,Category_Name,Moisture_Sensitivity,Fragility,Typical_Weight_kg,predicted_cost,predicted_co2
PLA (Bio-plastic),Biopolymer,50.65812135386398,0.95,0.2,0.4766288948081129,3.513952900222604,0.575,Electronics,1.0,0.9,2.0,3.5022828545050064,0.4969623
PLA (Bio-plastic),Biopolymer,50.65812135386398,0.95,0.2,0.4766288948081129,3.513952900222604,0.575,Food & Beverage,0.9,0.4,0.5,3.511164825998244,0.4969623
PLA (Bio-plastic),Biopolymer,50.65812135386398,0.95,0.2,0.4766288948081129,3.513952900222604,0.575,Cosmetics,0.7,0.8,0.3,3.5126918644355096,0.4969623
PLA (Bio-plastic),Biopolymer,50.65812135386398,0.95,0.2,0.4766288948081129,3.513952900222604,0.575,Pharma,1.0,0.9,0.1,3.508606005646256,0.4969623
PLA (Bio-plastic),Biopolymer,50.65812135386398,0.95,0.2,0.4766288948081129,3.513952900222604,0.575,E-commerce,0.3,0.5,1.5,3.5059694030061648,0.4969623
Cardboard,Paper,15.221079195844524,1.0,1.0,0.7719729829611403,0.6835399498757271,1.0,Electronics,1.0,0.9,2.0,0.6844906863960541,0.8011514
Cardboard,Paper,15.221079195844524,1.0,1.0,0.7719729829611403,0.6835399498757271,1.0,Food & Beverage,0.9,0.4,0.5,0.6853115174377963,0.8011514
Cardboard,Paper,15.221079195844524,1.0,1.0,0.7719729829611403,0.6835399498757271,1.0,Cosmetics,0.7,0.8,0.3,0.6854876948771058,0.8011514
Cardboard,Paper,15.221079195844524,1.0,1.0,0.7719729829611403,0.6835399498757271,1.0,Pharma,1.0,0.9,0.1,0.685758996351199,0.8011514
Cardboard,Paper,15.221079195844524,1.0,1.0,0.7719729829611403,0.6835399498757271,1.0,E-commerce,0.3,0.5,1.5,0.6848935496985044,0.8011514
Recycled PET,Recycled Plastic,54.04757906800583,0.0,1.0,1.1424398346762128,2.0888084679034216,0.5,Electronics,1.0,0.9,2.0,2.0883744821116137,1.1846899
Recycled PET,Recycled Plastic,54.04757906800583,0.0,1.0,1.1424398346762128,2.0888084679034216,0.5,Food & Beverage,0.9,0.4,0.5,2.088268207492372,1.1846899
Recycled PET,Recycled Plastic,54.04757906800583,0.0,1.0,1.1424398346762128,2.0888084679034216,0.5,Cosmetics,0.7,0.8,0.3,2.0874689858032727,1.1846899
Recycled PET,Recycled Plastic,54.04757906800583,0.0,1.0,1.1424398346762128,2.0888084679034216,0.5,Pharma,1.0,0.9,0.1,2.088538337697896,1.1846899
Recycled PET,Recycled Plastic,54.04757906800583,0.0,1.0,1.1424398346762128,2.0888084679034216,0.5,E-commerce,0.3,0.5,1.5,2.087819362662711,1.1846899
PLA (Bio-plastic),Biopolymer,51.28926584174387,0.95,0.2,0.5179294106942349,3.49775051581466,0.575,Electronics,1.0,0.9,2.0,3.5044913679766028,0.49901584
PLA (Bio-plastic),Biopolymer,51.28926584174387,0.95,0.2,0.5179294106942349,3.49775051581466,0.575,Food & Beverage,0.9,0.4,0.5,3.5159737124781314,0.49901584
PLA (Bio-plastic),Biopolymer,51.28926584174387,0.95,0.2,0.5179294106942349,3.49775051581466,0.575,Cosmetics,0.7,0.8,0.3,3.509091715811886,0.49901584
PLA (Bio-plastic),Biopolymer,51.28926584174387,0.95,0.2,0.5179294106942349,3.49775051581466,0.575,Pharma,1.0,0.9,0.1,3.505568397411578,0.49901584
PLA (Bio-plastic),Biopolymer,51.28926584174387,0.95,0.2,0.5179294106942349,3.49775051581466,0.575,E-commerce,0.3,0.5,1.5,3.503641152625414,0.49901584
Virgin PET,Plastic,57.74897422019907,0.0,0.9,2.557479180991172,1.8401595362478709,0.45,Electronics,1.0,0.9,2.0,1.8386978548171589,2.5424056
Virgin PET,Plastic,57.74897422019907,0.0,0.9,2.557479180991172,1.8401595362478709,0.45,Food & Beverage,0.9,0.4,0.5,1.8390474136722332,2.5424056
Virgin PET,Plastic,57.74897422019907,0.0,0.9,2.557479180991172,1.8401595362478709,0.45,Cosmetics,0.7,0.8,0.3,1.8394286955325156,2.5424056
Virgin PET,Plastic,57.74897422019907,0.0,0.9,2.557479180991172,1.8401595362478709,0.45,Pharma,1.0,0.9,0.1,1.840774292583096,2.5424056
Virgin PET,Plastic,57.74897422019907,0.0,0.9,2.557479180991172,1.8401595362478709,0.45,E-commerce,0.3,0.5,1.5,1.839516085246284,2.5424056
Mushroom Packaging,Bio-composite,4.976627192471432,1.0,1.0,0.1995539030055137,4.111168953186379,1.0,Electronics,1.0,0.9,2.0,4.097370535035607,0.20174213
Mushroom Packaging,Bio-composite,4.976627192471432,1.0,1.0,0.1995539030055137,4.111168953186379,1.0,Food & Beverage,0.9,0.4,0.5,4.106689834202665,0.20174213
Mushroom Packaging,Bio-composite,4.976627192471432,1.0,1.0,0.1995539030055137,4.111168953186379,1.0,Cosmetics,0.7,0.8,0.3,4.103718362574671,0.20174213
Mushroom Packaging,Bio-composite,4.976627192471432,1.0,1.0,0.1995539030055137,4.111168953186379,1.0,Pharma,1.0,0.9,0.1,4.101812675497239,0.20174213
Mushroom Packaging,Bio-composite,4.976627192471432,1.0,1.0,0.1995539030055137,4.111168953186379,1.0,E-commerce,0.3,0.5,1.5,4.107976550155811,0.20174213
Mushroom Packaging,Bio-composite,4.824447066840259,1.0,1.0,0.2044858826079442,4.122733450040426,1.0,Electronics,1.0,0.9,2.0,4.136388526503467,0.20174213
Mushroom Packaging,Bio-composite,4.824447066840259,1.0,1.0,0.2044858826079442,4.122733450040426,1.0,Food & Beverage,0.9,0.4,0.5,4.123177447720055,0.20174213
Mushroom Packaging,Bio-composite,4.824447066840259,1.0,1.0,0.2044858826079442,4.122733450040426,1.0,Cosmetics,0.7,0.8,0.3,4.128564299483704,0.20174213
Mushroom Packaging,Bio-composite,4.824447066840259,1.0,1.0,0.2044858826079442,4.122733450040426,1.0,Pharma,1.0,0.9,0.1,4.12959077786336,0.20174213
Mushroom Packaging,Bio-composite,4.824447066840259,1.0,1.0,0.2044858826079442,4.122733450040426,1.0,E-commerce,0.3,0.5,1.5,4.1195755538345535,0.20174213
Recycled PET,Recycled Plastic,55.50471264820227,0.0,1.0,1.2355601240794627,1.9994646584822136,0.5,Electronics,1.0,0.9,2.0,2.014181546442684,1.215738
Recycled PET,Recycled Plastic,55.50471264820227,0.0,1.0,1.2355601240794627,1.9994646584822136,0.5,Food & Beverage,0.9,0.4,0.5,2.013383219063171,1.215738
Recycled PET,Recycled Plastic,55.50471264820227,0.0,1.0,1.2355601240794627,1.9994646584822136,0.5,Cosmetics,0.7,0.8,0.3,2.0124693482974383,1.215738
Recycled PET,Recycled Plastic,55.50471264820227,0.0,1.0,1.2355601240794627,1.9994646584822136,0.5,Pharma,1.0,0.9,0.1,2.009179452488847,1.2055976
Recycled PET,Recycled Plastic,55.50471264820227,0.0,1.0,1.2355601240794627,1.9994646584822136,0.5,E-commerce,0.3,0.5,1.5,2.024355865689884,1.215738
Recycled PET,Recycled Plastic,54.1992968189882,0.0,1.0,1.1769160984209754,2.0886013032098414,0.5,Electronics,1.0,0.9,2.0,2.0891710608524794,1.1891142
Recycled PET,Recycled Plastic,54.1992968189882,0.0,1.0,1.1769160984209754,2.0886013032098414,0.5,Food & Beverage,0.9,0.4,0.5,2.090377648609855,1.1891142
Recycled PET,Recycled Plastic,54.1992968189882,0.0,1.0,1.1769160984209754,2.0886013032098414,0.5,Cosmetics,0.7,0.8,0.3,2.0923146626849918,1.1891142
Recycled PET,Recycled Plastic,54.1992968189882,0.0,1.0,1.1769160984209754,2.0886013032098414,0.5,Pharma,1.0,0.9,0.1,2.08780577571393,1.1891142
Recycled PET,Recycled Plastic,54.1992968189882,0.0,1.0,1.1769160984209754,2.0886013032098414,0.5,E-commerce,0.3,0.5,1.5,2.0907009549953948,1.1891142
Recycled PET,Recycled Plastic,54.11881046262872,0.0,1.0,1.1431298447758935,2.1075095619437523,0.5,Electronics,1.0,0.9,2.0,2.1146886391369715,1.1891142
Recycled PET,Recycled Plastic,54.11881046262872,0.0,1.0,1.1431298447758935,2.1075095619437523,0.5,Food & Beverage,0.9,0.4,0.5,2.1149480937742853,1.1891142
Recycled PET,Recycled Plastic,54.11881046262872,0.0,1.0,1.1431298447758935,2.1075095619437523,0.5,Cosmetics,0.7,0.8,0.3,2.121718665123072,1.1891142
Recycled PET,Recycled Plastic,54.11881046262872,0.0,1.0,1.1431298447758935,2.1075095619437523,0.5,Pharma,1.0,0.9,0.1,2.115686145218197,1.1891142
Recycled PET,Recycled Plastic,54.11881046262872,0.0,1.0,1.1431298447758935,2.1075095619437523,0.5,E-commerce,0.3,0.5,1.5,2.116102309052277,1.1891142
Virgin PET,Plastic,60.00095287955116,0.0,0.9,2.5589771568587025,1.7462263387125263,0.45,Electronics,1.0,0.9,2.0,1.747352551420983,2.5009794
Virgin PET,Plastic,60.00095287955116,0.0,0.9,2.5589771568587025,1.7462263387125263,0.45,Food & Beverage,0.9,0.4,0.5,1.750133398202422,2.5009794
Virgin PET,Plastic,60.00095287955116,0.0,0.9,2.5589771568587025,1.7462263387125263,0.45,Cosmetics,0.7,0.8,0.3,1.7493920105126797,2.5009794
Virgin PET,Plastic,60.00095287955116,0.0,0.9,2.5589771568587025,1.7462263387125263,0.45,Pharma,1.0,0.9,0.1,1.7474775725893965,2.5009794
Virgin PET,Plastic,60.00095287955116,0.0,0.9,2.5589771568587025,1.7462263387125263,0.45,E-commerce,0.3,0.5,1.5,1.747733214467383,2.5009794
PLA (Bio-plastic),Biopolymer,52.10977363920421,0.95,0.2,0.4847973559610264,3.4474886933284647,0.575,Electronics,1.0,0.9,2.0,3.4478029116723548,0.4999033
PLA (Bio-plastic),Biopolymer,52.10977363920421,0.95,0.2,0.4847973559610264,3.4474886933284647,0.575,Food & Beverage,0.9,0.4,0.5,3.4482926709915325,0.4999033
PLA (Bio-plastic),Biopolymer,52.10977363920421,0.95,0.2,0.4847973559610264,3.4474886933284647,0.575,Cosmetics,0.7,0.8,0.3,3.4473293898919826,0.4999033
PLA (Bio-plastic),Biopolymer,52.10977363920421,0.95,0.2,0.4847973559610264,3.4474886933284647,0.575,Pharma,1.0,0.9,0.1,3.4488099205167635,0.4999033
PLA (Bio-plastic),Biopolymer,52.10977363920421,0.95,0.2,0.4847973559610264,3.4474886933284647,0.575,E-commerce,0.3,0.5,1.5,3.448957971285999,0.4999033
Mushroom Packaging,Bio-composite,5.179105207537419,1.0,1.0,0.1910661324682274,4.126149254482328,1.0,Electronics,1.0,0.9,2.0,4.1230715998502125,0.20174213
Mushroom Packaging,Bio-composite,5.179105207537419,1.0,1.0,0.1910661324682274,4.126149254482328,1.0,Food & Beverage,0.9,0.4,0.5,4.125306779520251,0.20174213
Mushroom Packaging,Bio-composite,5.179105207537419,1.0,1.0,0.1910661324682274,4.126149254482328,1.0,Cosmetics,0.7,0.8,0.3,4.118382849263311,0.20174213
Mushroom Packaging,Bio-composite,5.179105207537419,1.0,1.0,0.1910661324682274,4.126149254482328,1.0,Pharma,1.0,0.9,0.1,4.122937445653551,0.20174213
Mushroom Packaging,Bio-composite,5.179105207537419,1.0,1.0,0.1910661324682274,4.126149254482328,1.0,E-commerce,0.3,0.5,1.5,4.12566430627985,0.20174213
Aluminum,Metal,197.2811671323609,0.0,1.0,12.174235726736525,2.6127539593944773,0.5,Electronics,1.0,0.9,2.0,2.584181466482399,12.1803665
Aluminum,Metal,197.2811671323609,0.0,1.0,12.174235726736525,2.6127539593944773,0.5,Food & Beverage,0.9,0.4,0.5,2.604662726410042,12.091484
Aluminum,Metal,197.2811671323609,0.0,1.0,12.174235726736525,2.6127539593944773,0.5,Cosmetics,0.7,0.8,0.3,2.59574791210073,12.1803665
Aluminum,Metal,197.2811671323609,0.0,1.0,12.174235726736525,2.6127539593944773,0.5,Pharma,1.0,0.9,0.1,2.597217167083881,12.1803665
Aluminum,Metal,197.2811671323609,0.0,1.0,12.174235726736525,2.6127539593944773,0.5,E-commerce,0.3,0.5,1.5,2.600990051657575,12.1803665
PLA (Bio-plastic),Biopolymer,51.24540163973016,0.95,0.2,0.4827685620353845,3.544778500850338,0.575,Electronics,1.0,0.9,2.0,3.541486541897836,0.4969623
PLA (Bio-plastic),Biopolymer,51.24540163973016,0.95,0.2,0.4827685620353845,3.544778500850338,0.575,Food & Beverage,0.9,0.4,0.5,3.5446779566019995,0.4969623
PLA (Bio-plastic),Biopolymer,51.24540163973016,0.95,0.2,0.4827685620353845,3.544778500850338,0.575,Cosmetics,0.7,0.8,0.3,3.5409580303439845,0.4969623
PLA (Bio-plastic),Biopolymer,51.24540163973016,0.95,0.2,0.4827685620353845,3.544778500850338,0.575,Pharma,1.0,0.9,0.1,3.539090923681264,0.4969623
PLA (Bio-plastic),Biopolymer,51.24540163973016,0.95,0.2,0.4827685620353845,3.544778500850338,0.575,E-commerce,0.3,0.5,1.5,3.540490518843724,0.4969623
Cardboard,Paper,14.592470699349237,1.0,1.0,0.7901960819696505,0.6974456983044867,1.0,Electronics,1.0,0.9,2.0,0.6989053088334868,0.8011514
Cardboard,Paper,14.592470699349237,1.0,1.0,0.7901960819696505,0.6974456983044867,1.0,Food & Beverage,0.9,0.4,0.5,0.6992075266958794,0.8011514
Cardboard,Paper,14.592470699349237,1.0,1.0,0.7901960819696505,0.6974456983044867,1.0,Cosmetics,0.7,0.8,0.3,0.6995281728745171,0.8011514
Cardboard,Paper,14.592470699349237,1.0,1.0,0.7901960819696505,0.6974456983044867,1.0,Pharma,1.0,0.9,0.1,0.6994444581721551,0.8011514
Cardboard,Paper,14.592470699349237,1.0,1.0,0.7901960819696505,0.6974456983044867,1.0,E-commerce,0.3,0.5,1.5,0.6992723035796015,0.8011514
PLA (Bio-plastic),Biopolymer,49.93721877275035,0.95,0.2,0.4987635101474948,3.505796669830028,0.575,Electronics,1.0,0.9,2.0,3.5022122046640347,0.49868873
PLA (Bio-plastic),Biopolymer,49.93721877275035,0.95,0.2,0.4987635101474948,3.505796669830028,0.575,Food & Beverage,0.9,0.4,0.5,3.4964704034850245,0.49868873
PLA (Bio-plastic),Biopolymer,49.93721877275035,0.95,0.2,0.4987635101474948,3.505796669830028,0.575,Cosmetics,0.7,0.8,0.3,3.501476932139002,0.49868873
PLA (Bio-plastic),Biopolymer,49.93721877275035,0.95,0.2,0.4987635101474948,3.505796669830028,0.575,Pharma,1.0,0.9,0.1,3.5049658898752853,0.49868873
PLA (Bio-plastic),Biopolymer,49.93721877275035,0.95,0.2,0.4987635101474948,3.505796669830028,0.575,E-commerce,0.3,0.5,1.5,3.4954277799805142,0.49868873
Glass,Glass,39.01467809372683,0.0,1.0,0.9819139224962764,0.4832756668539117,0.5,Electronics,1.0,0.9,2.0,0.4837524200457229,0.99967563
Glass,Glass,39.01467809372683,0.0,1.0,0.9819139224962764,0.4832756668539117,0.5,Food & Beverage,0.9,0.4,0.5,0.4832702448573391,0.99967563
Glass,Glass,39.01467809372683,0.0,1.0,0.9819139224962764,0.4832756668539117,0.5,Cosmetics,0.7,0.8,0.3,0.4837941556045275,0.99967563
Glass,Glass,39.01467809372683,0.0,1.0,0.9819139224962764,0.4832756668539117,0.5,Pharma,1.0,0.9,0.1,0.4836973675324737,0.99967563
Glass,Glass,39.01467809372683,0.0,1.0,0.9819139224962764,0.4832756668539117,0.5,E-commerce,0.3,0.5,1.5,0.4831655281511858,0.99505895
Aluminum,Metal,199.9123198552377,0.0,1.0,12.267316922736551,2.476396283434388,0.5,Electronics,1.0,0.9,2.0,2.473236268807976,12.07558
Aluminum,Metal,199.9123198552377,0.0,1.0,12.267316922736551,2.476396283434388,0.5,Food & Beverage,0.9,0.4,0.5,2.469391200333271,12.07558
Aluminum,Metal,199.9123198552377,0.0,1.0,12.267316922736551,2.476396283434388,0.5,Cosmetics,0.7,0.8,0.3,2.470692492268565,12.07558
Aluminum,Metal,199.9123198552377,0.0,1.0,12.267316922736551,2.476396283434388,0.5,Pharma,1.0,0.9,0.1,2.4727527453841383,12.07558
Aluminum,Metal,199.9123198552377,0.0,1.0,12.267316922736551,2.476396283434388,0.5,E-commerce,0.3,0.5,1.5,2.4714039660114477,12.07558
Glass,Glass,41.506647426787154,0.0,1.0,1.046169147584953,0.4932870159419559,0.5,Electronics,1.0,0.9,2.0,0.4942435325921337,1.0071712
Glass,Glass,41.506647426787154,0.0,1.0,1.046169147584953,0.4932870159419559,0.5,Food & Beverage,0.9,0.4,0.5,0.4943102476665074,1.0071712
Glass,Glass,41.506647426787154,0.0,1.0,1.046169147584953,0.4932870159419559,0.5,Cosmetics,0.7,0.8,0.3,0.4951879506870015,1.0094516
Glass,Glass,41.506647426787154,0.0,1.0,1.046169147584953,0.4932870159419559,0.5,Pharma,1.0,0.9,0.1,0.49540243059957,1.0094516
Glass,Glass,41.506647426787154,0.0,1.0,1.046169147584953,0.4932870159419559,0.5,E-commerce,0.3,0.5,1.5,0.4944239224852314,1.0094516
Recycled PET,Recycled Plastic,55.8022878150901,0.0,1.0,1.1822996759104891,2.107714773378841,0.5,Electronics,1.0,0.9,2.0,2.1076533765143037,1.2000455
Recycled PET,Recycled Plastic,55.8022878150901,0.0,1.0,1.1822996759104891,2.107714773378841,0.5,Food & Beverage,0.9,0.4,0.5,2.1084533212701757,1.2000455
Recycled PET,Recycled Plastic,55.8022878150901,0.0,1.0,1.1822996759104891,2.107714773378841,0.5,Cosmetics,0.7,0.8,0.3,2.106504812841121,1.2000455
Recycled PET,Recycled Plastic,55.8022878150901,0.0,1.0,1.1822996759104891,2.107714773378841,0.5,Pharma,1.0,0.9,0.1,2.1077722560478014,1.2000455
Recycled PET,Recycled Plastic,55.8022878150901,0.0,1.0,1.1822996759104891,2.107714773378841,0.5,E-commerce,0.3,0.5,1.5,2.11126472701086,1.2000455
Virgin PET,Plastic,62.23809292264612,0.0,0.9,2.6107007286782857,1.8251169873005768,0.45,Electronics,1.0,0.9,2.0,1.8237462548135144,2.5598478
Virgin PET,Plastic,62.23809292264612,0.0,0.9,2.6107007286782857,1.8251169873005768,0.45,Food & Beverage,0.9,0.4,0.5,1.8235745864855912,2.5598478
Virgin PET,Plastic,62.23809292264612,0.0,0.9,2.6107007286782857,1.8251169873005768,0.45,Cosmetics,0.7,0.8,0.3,1.8216510985000869,2.5598478
Virgin PET,Plastic,62.23809292264612,0.0,0.9,2.6107007286782857,1.8251169873005768,0.45,Pharma,1.0,0.9,0.1,1.8226491585005256,2.5598478
Virgin PET,Plastic,62.23809292264612,0.0,0.9,2.6107007286782857,1.8251169873005768,0.45,E-commerce,0.3,0.5,1.5,1.817631696558509,2.5598478
PLA (Bio-plastic),Biopolymer,52.12551237069432,0.95,0.2,0.5116857035555188,3.393202646861255,0.575,Electronics,1.0,0.9,2.0,3.3984026093871926,0.500585
PLA (Bio-plastic),Biopolymer,52.12551237069432,0.95,0.2,0.5116857035555188,3.393202646861255,0.575,Food & Beverage,0.9,0.4,0.5,3.3978597489225204,0.500585
PLA (Bio-plastic),Biopolymer,52.12551237069432,0.95,0.2,0.5116857035555188,3.393202646861255,0.575,Cosmetics,0.7,0.8,0.3,3.3998556498059203,0.500585
PLA (Bio-plastic),Biopolymer,52.12551237069432,0.95,0.2,0.5116857035555188,3.393202646861255,0.575,Pharma,1.0,0.9,0.1,3.4020254335798006,0.500585
PLA (Bio-plastic),Biopolymer,52.12551237069432,0.95,0.2,0.5116857035555188,3.393202646861255,0.575,E-commerce,0.3,0.5,1.5,3.402394411153992,0.500585
Cardboard,Paper,14.435016383092364,1.0,1.0,0.8093873715331587,0.7336072652597769,1.0,Electronics,1.0,0.9,2.0,0.73155170144981,0.80431163
Cardboard,Paper,14.435016383092364,1.0,1.0,0.8093873715331587,0.7336072652597769,1.0,Food & Beverage,0.9,0.4,0.5,0.7259578178102776,0.8014108
Cardboard,Paper,14.435016383092364,1.0,1.0,0.8093873715331587,0.7336072652597769,1.0,Cosmetics,0.7,0.8,0.3,0.7284637350711449,0.8014108
Cardboard,Paper,14.435016383092364,1.0,1.0,0.8093873715331587,0.7336072652597769,1.0,Pharma,1.0,0.9,0.1,0.731422884459259,0.80431163
Cardboard,Paper,14.435016383092364,1.0,1.0,0.8093873715331587,0.7336072652597769,1.0,E-commerce,0.3,0.5,1.5,0.7307032439124431,0.80250335
Mushroom Packaging,Bio-composite,5.0460462540138105,1.0,1.0,0.1913228109835497,4.082003571813448,1.0,Electronics,1.0,0.9,2.0,4.075597774668276,0.20174213
Mushroom Packaging,Bio-composite,5.0460462540138105,1.0,1.0,0.1913228109835497,4.082003571813448,1.0,Food & Beverage,0.9,0.4,0.5,4.078509500643357,0.20174213
Mushroom Packaging,Bio-composite,5.0460462540138105,1.0,1.0,0.1913228109835497,4.082003571813448,1.0,Cosmetics,0.7,0.8,0.3,4.077344810253325,0.20174213
Mushroom Packaging,Bio-composite,5.0460462540138105,1.0,1.0,0.1913228109835497,4.082003571813448,1.0,Pharma,1.0,0.9,0.1,4.076762465058309,0.20174213
Mushroom Packaging,Bio-composite,5.0460462540138105,1.0,1.0,0.1913228109835497,4.082003571813448,1.0,E-commerce,0.3,0.5,1.5,4.077927155448341,0.20174213
PLA (Bio-plastic),Biopolymer,50.57684340417048,0.95,0.2,0.4840733426335635,3.494339945417078,0.575,Electronics,1.0,0.9,2.0,3.4948452818059432,0.4969623
PLA (Bio-plastic),Biopolymer,50.57684340417048,0.95,0.2,0.4840733426335635,3.494339945417078,0.575,Food & Beverage,0.9,0.4,0.5,3.494744629997049,0.4969623
PLA (Bio-plastic),Biopolymer,50.57684340417048,0.95,0.2,0.4840733426335635,3.494339945417078,0.575,Cosmetics,0.7,0.8,0.3,3.497139270913309,0.4969623
PLA (Bio-plastic),Biopolymer,50.57684340417048,0.95,0.2,0.4840733426335635,3.494339945417078,0.575,Pharma,1.0,0.9,0.1,3.490481094854514,0.4969623
PLA (Bio-plastic),Biopolymer,50.57684340417048,0.95,0.2,0.4840733426335635,3.494339945417078,0.575,E-commerce,0.3,0.5,1.5,3.49526327164912,0.4969623
Aluminum,Metal,201.8912792071989,0.0,1.0,12.035263282835134,2.57764350778142,0.5,Electronics,1.0,0.9,2.0,2.5639845002381496,12.160191
Aluminum,Metal,201.8912792071989,0.0,1.0,12.035263282835134,2.57764350778142,0.5,Food & Beverage,0.9,0.4,0.5,2.5658370049713017,12.195654
Aluminum,Metal,201.8912792071989,0.0,1.0,12.035263282835134,2.57764350778142,0.5,Cosmetics,0.7,0.8,0.3,2.561654120770109,12.160191
Aluminum,Metal,201.8912792071989,0.0,1.0,12.035263282835134,2.57764350778142,0.5,Pharma,1.0,0.9,0.1,2.5594757729173807,12.160191
Aluminum,Metal,201.8912792071989,0.0,1.0,12.035263282835134,2.57764350778142,0.5,E-commerce,0.3,0.5,1.5,2.569610971605988,12.195654
Cardboard,Paper,14.69916179659287,1.0,1.0,0.7638365238258955,0.723120015274174,1.0,Electronics,1.0,0.9,2.0,0.7226394359177933,0.7998992
Cardboard,Paper,14.69916179659287,1.0,1.0,0.7638365238258955,0.723120015274174,1.0,Food & Beverage,0.9,0.4,0.5,0.7239235628551097,0.7998992
Cardboard,Paper,14.69916179659287,1.0,1.0,0.7638365238258955,0.723120015274174,1.0,Cosmetics,0.7,0.8,0.3,0.7221612868480907,0.7998992
Cardboard,Paper,14.69916179659287,1.0,1.0,0.7638365238258955,0.723120015274174,1.0,Pharma,1.0,0.9,0.1,0.7218648471462275,0.7998992
Cardboard,Paper,14.69916179659287,1.0,1.0,0.7638365238258955,0.723120015274174,1.0,E-commerce,0.3,0.5,1.5,0.72374436885675,0.7998992
Aluminum,Metal,207.83574809594225,0.0,1.0,12.56689572995903,2.5080743373152408,0.5,Electronics,1.0,0.9,2.0,2.5100622862343105,12.424441
Aluminum,Metal,207.83574809594225,0.0,1.0,12.56689572995903,2.5080743373152408,0.5,Food & Beverage,0.9,0.4,0.5,2.511232855960046,12.424441
Aluminum,Metal,207.83574809594225,0.0,1.0,12.56689572995903,2.5080743373152408,0.5,Cosmetics,0.7,0.8,0.3,2.5111579377218014,12.424441
Aluminum,Metal,207.83574809594225,0.0,1.0,12.56689572995903,2.5080743373152408,0.5,Pharma,1.0,0.9,0.1,2.509799371069288,12.424441
Aluminum,Metal,207.83574809594225,0.0,1.0,12.56689572995903,2.5080743373152408,0.5,E-commerce,0.3,0.5,1.5,2.508131727812013,12.374756
Glass,Glass,41.1948897505492,0.0,1.0,1.023942327454695,0.5144344827941331,0.5,Electronics,1.0,0.9,2.0,0.5085420658401241,1.0090929
Glass,Glass,41.1948897505492,0.0,1.0,1.023942327454695,0.5144344827941331,0.5,Food & Beverage,0.9,0.4,0.5,0.5109611022962876,1.0090929
Glass,Glass,41.1948897505492,0.0,1.0,1.023942327454695,0.5144344827941331,0.5,Cosmetics,0.7,0.8,0.3,0.5071771395959158,1.0090929
Glass,Glass,41.1948897505492,0.0,1.0,1.023942327454695,0.5144344827941331,0.5,Pharma,1.0,0.9,0.1,0.5055517987821478,1.0094516
Glass,Glass,41.1948897505492,0.0,1.0,1.023942327454695,0.5144344827941331,0.5,E-commerce,0.3,0.5,1.5,0.5085961496327606,1.0090929
Glass,Glass,41.47207811189742,0.0,1.0,1.046448465134566,0.5038273586449324,0.5,Electronics,1.0,0.9,2.0,0.5019988166872301,1.0094516
Glass,Glass,41.47207811189742,0.0,1.0,1.046448465134566,0.5038273586449324,0.5,Food & Beverage,0.9,0.4,0.5,0.5017841254484646,1.0094516
Glass,Glass,41.47207811189742,0.0,1.0,1.046448465134566,0.5038273586449324,0.5,Cosmetics,0.7,0.8,0.3,0.5028451774720858,1.0094516
Glass,Glass,41.47207811189742,0.0,1.0,1.046448465134566,0.5038273586449324,0.5,Pharma,1.0,0.9,0.1,0.5030189351966452,1.0094516
Glass,Glass,41.47207811189742,0.0,1.0,1.046448465134566,0.5038273586449324,0.5,E-commerce,0.3,0.5,1.5,0.502220642716816,1.0094516
PLA (Bio-plastic),Biopolymer,49.71642928447106,0.95,0.2,0.4991533444176974,3.546747961893479,0.575,Electronics,1.0,0.9,2.0,3.546523202251337,0.49868873
PLA (Bio-plastic),Biopolymer,49.71642928447106,0.95,0.2,0.4991533444176974,3.546747961893479,0.575,Food & Beverage,0.9,0.4,0.5,3.547172303409793,0.49868873
PLA (Bio-plastic),Biopolymer,49.71642928447106,0.95,0.2,0.4991533444176974,3.546747961893479,0.575,Cosmetics,0.7,0.8,0.3,3.547172303409793,0.49868873
PLA (Bio-plastic),Biopolymer,49.71642928447106,0.95,0.2,0.4991533444176974,3.546747961893479,0.575,Pharma,1.0,0.9,0.1,3.5472571717130577,0.49868873
PLA (Bio-plastic),Biopolymer,49.71642928447106,0.95,0.2,0.4991533444176974,3.546747961893479,0.575,E-commerce,0.3,0.5,1.5,3.546523202251338,0.49868873
PLA (Bio-plastic),Biopolymer,48.435140803617145,0.95,0.2,0.5018211723313091,3.4681183951960697,0.575,Electronics,1.0,0.9,2.0,3.4651421962234634,0.49576998
PLA (Bio-plastic),Biopolymer,48.435140803617145,0.95,0.2,0.5018211723313091,3.4681183951960697,0.575,Food & Beverage,0.9,0.4,0.5,3.46068570588603,0.49576998
PLA (Bio-plastic),Biopolymer,48.435140803617145,0.95,0.2,0.5018211723313091,3.4681183951960697,0.575,Cosmetics,0.7,0.8,0.3,3.4654476242422003,0.49576998
PLA (Bio-plastic),Biopolymer,48.435140803617145,0.95,0.2,0.5018211723313091,3.4681183951960697,0.575,Pharma,1.0,0.9,0.1,3.4632642841529604,0.49576998
PLA (Bio-plastic),Biopolymer,48.435140803617145,0.95,0.2,0.5018211723313091,3.4681183951960697,0.575,E-commerce,0.3,0.5,1.5,3.4669591480929323,0.49576998
