material_id,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score,material_type_Bamboo Fiber,material_type_Bioplastic (PLA),material_type_Mushroom Mycelium,material_type_Recycled Cardboard,derived_material_co2_factor,CO2 Impact Index,Cost Efficiency Index,Material Suitability Score
M01458,-0.8047510818082,0.7832050236250572,1.2257900209755062,-1.2592434976591262,1.2336581069265586,-1.4506581985458427,-1.325146598514751,-1.7521074082778036,0.24730276308150267,False,False,True,False,0.1,-0.12592434976591263,0.7676982797880537,0.7962122673700273
M01459,-1.143474543212458,1.953721645116021,1.0703357212297873,-1.3870832522045713,1.2402680531353671,-2.026773448166908,-1.3534502571456424,-1.2774570425421534,0.24730276308150267,False,False,True,False,0.1,-0.13870832522045715,0.45727847701468705,0.4856589908456872
M01460,-0.8380857716606825,1.0537767049747273,0.7971803088194531,-1.3140319638928883,1.1336275876332473,-0.8745429489247771,-1.1422614196689902,-1.2774570425421534,-0.3684909696911631,False,False,True,False,0.1,-0.13140319638928885,-0.06431532168285536,-0.11764704304370191
M01461,-1.0354056293358613,2.3713431532861646,1.0481279641232542,-1.332294785970809,1.2173535729448293,-0.29842769930371177,-1.1030717384877555,-1.040131859674328,0.8630964958541685,False,False,True,False,0.1,-0.1332294785970809,0.9307626050060627,1.2539361316610376
M01462,-1.0219642221372798,0.7714410374794196,0.49293403645997513,-1.2409806755812054,1.2349800961683197,-0.8745429489247771,-1.1291981926085786,-1.0062282621217817,0.8630964958541685,False,False,True,False,0.1,-0.12409806755812054,0.9703304663254673,0.7941501822528211
M01463,-0.47839371502663697,0.5655712799307572,1.0325825341486838,-1.0400896327240778,1.2023710282048619,-0.8745429489247771,-1.0290467851454237,-1.3791678351997927,0.8630964958541685,False,False,True,False,0.1,-0.10400896327240779,1.4137495659729553,1.895150541372479
M01464,-1.1644431384422456,1.0243667396106328,0.8282711687685969,-1.149666565191602,1.269351816454127,-0.29842769930371177,-1.1770966918300871,-1.107939054779421,0.24730276308150267,False,False,True,False,0.1,-0.11496665651916022,0.25995631646934425,0.20016376498956184
M01465,-0.9203471837160022,0.018545924158598077,0.6639337661802673,-1.3688204301266504,1.1301022829885492,-2.026773448166908,-1.0769452843669327,-0.7010958841488636,0.8630964958541685,False,False,True,False,0.1,-0.13688204301266504,1.019694596505099,1.3291696208217147
M01466,-0.8332468650691931,0.8243789751347897,0.33081740958229994,-1.1861922093474435,1.2697924795347146,-0.29842769930371177,-0.9985659220044638,-0.9723246645692353,0.24730276308150267,False,False,True,False,0.1,-0.11861922093474436,0.4126218200167734,0.3262794004301041
M01467,-1.1402486054847984,1.4302242616351384,1.2968548437164042,-1.2592434976591262,1.114679075167995,-2.026773448166908,-1.4057031653872885,-1.4469750303048856,-0.3684909696911631,False,False,True,False,0.1,-0.12592434976591263,-0.10303640978867312,-0.15280177692804517
M01468,-1.0714286006280602,1.347876358615673,0.6506091119163482,-1.3140319638928883,1.1155604013291693,-0.8745429489247771,-1.4100575744074255,-1.8199146033828966,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.585931736860868,-0.407838757515282
M01469,-0.949918279552882,1.7713798598586354,0.8882321129562301,-1.2409806755812054,1.2697924795347146,-1.4506581985458427,-1.1662106692797445,-1.0740354572268747,0.24730276308150267,False,False,True,False,0.1,-0.12409806755812054,0.46359515280836516,0.7217640760776736
M01470,-0.6230232564833758,1.4125782824166808,1.1414005439706856,-1.0583524548019987,1.2354207592489073,-0.8745429489247771,-1.0442872167159039,-1.2435534449896068,0.24730276308150267,False,False,True,False,0.1,-0.10583524548019987,0.6685667233140308,1.284646570540841
M01471,-0.8526024914351508,1.953721645116021,1.2968548437164042,-1.1861922093474435,1.2455560101024148,-1.4506581985458427,-1.0290467851454237,-0.7689030792539565,0.8630964958541685,False,False,True,False,0.1,-0.11861922093474436,1.0395407895644415,2.0790652936288976
M01472,-1.4574658153713258,0.1303037925421572,1.0814395997830522,-1.460134540516254,1.064443483981046,-0.29842769930371177,-1.3490958481255053,-1.2774570425421534,0.8630964958541685,False,False,True,False,0.1,-0.1460134540516254,0.754726528608348,0.3117002085105925
M01473,-1.3988612799855098,0.8773169127901599,0.9837254685143156,-1.1861922093474435,1.259657228681207,-2.026773448166908,-1.325146598514751,-0.8706138719115959,1.4788902286268342,False,False,True,False,0.1,-0.11861922093474436,1.4051755471560754,1.4977023133892369
M01474,-0.9246484340195484,1.1772985595039245,1.0792188240723979,-1.09487809895784,1.0556302223693004,-0.8745429489247771,-1.1988687369307733,-1.3452642376472463,0.8630964958541685,False,False,True,False,0.1,-0.109487809895784,1.1373167987653934,1.1117409834360807
M01475,-1.066589694036571,0.5302793214938439,1.2169069181328922,-1.2957691418149677,1.104984487395075,-2.026773448166908,-1.3229693940046823,-1.2774570425421534,0.8630964958541685,False,False,True,False,0.1,-0.12957691418149678,1.1194761958222799,1.2268977789530195
M01476,-0.7370063895273482,1.9948955966257538,1.203582263868973,-1.0766152768799193,1.2098623005748455,-1.4506581985458427,-1.2424128271321448,-1.5825894205150715,0.24730276308150267,False,False,True,False,0.1,-0.10766152768799193,0.7527092006862993,0.9542194827756904
M01477,-0.9262614028833781,1.436106254707957,0.6506091119163482,-1.2592434976591262,1.1900324619484182,-1.4506581985458427,-1.220640782031459,-1.2774570425421534,1.4788902286268342,False,False,True,False,0.1,-0.12592434976591263,1.7732696077749153,1.5361170859800628
M01478,-0.8364728027968527,0.1303037925421572,0.670596093312227,-1.149666565191602,1.2349800961683197,-2.026773448166908,-1.0769452843669327,-0.802806676806503,0.8630964958541685,False,False,True,False,0.1,-0.11496665651916022,1.1035689774242485,1.4848323438206
M01479,-0.9052928076535909,0.9243728573727112,1.068114945519133,-1.1861922093474435,1.2385054008130185,-1.4506581985458427,-1.1792738963401561,-1.175746249884514,0.24730276308150267,False,False,True,False,0.1,-0.11861922093474436,0.5212838517680679,0.8654843614968593
M01480,-1.066589694036571,1.006720760392176,0.6284013548098151,-1.2409806755812054,1.1036624981533132,-0.8745429489247771,-1.3338554165550252,-1.5825894205150715,0.8630964958541685,False,False,True,False,0.1,-0.12409806755812054,1.1303622183726227,0.3373450243422294
M01481,-0.7660398290762848,0.8420249543532461,1.2968548437164042,-1.1131409210357608,1.1679993079190545,-2.026773448166908,-1.2881341218435853,-1.5486858229625249,0.24730276308150267,False,False,True,False,0.1,-0.11131409210357608,0.7693970558488032,1.0308396475490282
M01482,-0.6294751319386949,1.6478580053294378,1.043686412701949,-1.222717853503285,1.1239329998603274,-1.4506581985458427,-1.1444386241790587,-1.413071432752339,0.24730276308150267,False,False,True,False,0.1,-0.12227178535032851,0.7622662553218665,1.0096108885434372
M01483,-0.8993785884862148,1.2537644694505703,1.0658941698084787,-1.222717853503285,1.1080691289591855,-0.8745429489247771,-1.362159075185917,-1.8877217984879895,0.24730276308150267,False,False,True,False,0.1,-0.12227178535032851,0.7100832497812049,0.21921794692499325
M01484,-0.8036757692323134,0.7361490790425058,0.9615177114077825,-1.1131409210357608,1.2623012071647308,-0.8745429489247771,-1.2271723955616647,-1.5825894205150715,-0.3684909696911631,False,False,True,False,0.1,-0.11131409210357608,0.05500565663818824,0.003873477566893005
M01485,-0.6611968529273476,1.4302242616351384,0.9726215899610506,-1.1131409210357608,1.1318649353108985,-2.026773448166908,-1.1792738963401561,-1.3452642376472463,1.4788902286268342,False,False,True,False,0.1,-0.11131409210357608,1.9969672720396425,2.206306798840574
M01486,-1.375204403316006,0.7361490790425058,0.8482581501644757,-1.2409806755812054,1.2138282683001311,-1.4506581985458427,-1.3055517579241338,-0.9723246645692353,0.24730276308150267,False,False,True,False,0.1,-0.12409806755812054,0.17765011768963057,0.01630553582711676
M01487,-0.849376553707491,0.9596648158096245,0.5995312705713256,-1.3505576080487298,1.1671179817578803,-0.8745429489247771,-1.1357298061387842,-1.2435534449896068,0.8630964958541685,False,False,True,False,0.1,-0.135055760804873,1.1494497482854618,0.958224762722443
M01488,-1.2053050163259338,-0.15791386802596932,1.0503487398339084,-1.3870832522045713,1.1768125695308,-0.8745429489247771,-1.3120833714543394,-1.3452642376472463,0.8630964958541685,False,False,True,False,0.1,-0.13870832522045715,0.9698748509825741,0.7851752315945596
M01489,-1.1848740773840896,1.436106254707957,0.6084143734139394,-1.3688204301266504,1.2138282683001311,-1.4506581985458427,-1.2380584181120078,-1.0062282621217817,-0.3684909696911631,False,False,True,False,0.1,-0.13688204301266504,-0.3153066289632449,-0.5472842837423805
M01490,-0.8929267130308958,0.09501183410524393,1.2257900209755062,-1.2592434976591262,1.0803073548821875,-0.8745429489247771,-1.0878313069172756,-1.040131859674328,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,1.0580010897405483,1.5569642426589307
M01491,-0.6122701307245103,0.21853368863444117,1.2968548437164042,-1.2044550314253641,1.187829146545482,-1.4506581985458427,-1.1596790557495384,-1.480878627857432,0.24730276308150267,False,False,True,False,0.1,-0.12044550314253642,0.7947116881065308,1.306692422929011
M01492,-0.9429287478096195,1.930193672824746,0.6483883362056939,-0.967038344412395,1.1380342184391203,-0.29842769930371177,-1.1858055098703617,-1.413071432752339,1.4788902286268342,False,False,True,False,0.1,-0.0967038344412395,1.7217669906875763,1.2488931992116714
M01493,-0.847225928555718,0.9420188365911681,0.9415307300119069,-1.222717853503285,1.267148501051191,-1.4506581985458427,-1.3752223022463281,-1.8538182009354431,0.8630964958541685,False,False,True,False,0.1,-0.12227178535032851,1.3910928695447786,1.0209997564670437
M01494,-1.0816440700989822,1.1714165664311058,0.5151417935665082,-1.2592434976591262,1.2217602037507018,-2.026773448166908,-1.3817539157765342,-1.4469750303048856,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,1.1632063415317204,0.49741358821097537
M01495,-1.1004620401769967,1.5419821300186973,0.18646698838984607,-1.0766152768799193,1.1693212971608165,-0.29842769930371177,-1.2380584181120078,-1.3791678351997927,1.4788902286268342,False,False,True,False,0.1,-0.10766152768799193,1.6164866065618453,0.6003065444237106
M01496,-1.0015332831954356,1.900783707460651,1.2968548437164042,-1.222717853503285,1.1812192003366726,-0.8745429489247771,-1.1531474422193329,-1.107939054779421,0.8630964958541685,False,False,True,False,0.1,-0.12227178535032851,1.0147106548780658,1.5055841463066149
M01497,-1.141323918060685,0.8890808989357974,0.8482581501644757,-1.1861922093474435,1.2001677128019257,-1.4506581985458427,-1.2859569173335164,-1.2096498474370605,1.4788902286268342,False,False,True,False,0.1,-0.11861922093474436,1.6235232278996656,1.439594546303066
M01498,-1.0440081299429536,2.241939305684148,0.8304919444792511,-1.1679293872695227,1.1596267093878965,-1.4506581985458427,-1.105248942997824,-0.7689030792539565,0.24730276308150267,False,False,True,False,0.1,-0.11679293872695228,0.3085435761363732,0.6025439595335629
M01499,-1.4515515962039498,0.93025485044553,1.2968548437164042,-1.332294785970809,1.2578945763588585,-2.026773448166908,-1.2707164857630366,-0.6332886890437707,0.24730276308150267,False,False,True,False,0.1,-0.1332294785970809,0.0664676526405894,0.6696062660652127
M01500,-1.0348679730479182,0.4714593907656544,0.3263758581609914,-1.2044550314253641,1.1622706878714202,-2.026773448166908,-1.2228179865415276,-1.0062282621217817,1.4788902286268342,False,False,True,False,0.1,-0.12044550314253642,1.6668402421204436,1.2348360561256915
M01501,-0.7692657668039443,0.8773169127901599,1.0459071884126032,-1.0766152768799193,1.2697924795347146,-0.8745429489247771,-1.0050975355346694,-0.9384210670166888,-0.3684909696911631,False,False,True,False,0.1,-0.10766152768799193,-0.13265920096043793,0.5830151608542387
M01502,-1.0864829766904718,-0.0402740065695914,0.23976560544551975,-1.2409806755812054,1.164914666354944,-2.026773448166908,-1.3077289624342023,-1.2096498474370605,-0.3684909696911631,False,False,True,False,0.1,-0.12409806755812054,-0.14724498394743257,-0.9145994687163809
M01503,-0.7370063895273482,-0.5167154454679235,0.615076700545899,-1.149666565191602,1.1442035015673422,-0.8745429489247771,-1.0029203310246009,-0.9723246645692353,-0.3684909696911631,False,False,True,False,0.1,-0.11496665651916022,-0.10257702819391046,0.0623387763419076
M01504,-0.9601337490238041,-0.23437977797261517,0.2553110354200932,-1.3505576080487298,1.1345089137944222,-1.4506581985458427,-1.3120833714543394,-1.5147822254099785,0.8630964958541685,False,False,True,False,0.1,-0.135055760804873,1.2150461182847039,0.2650058538703097
M01505,-0.7681904542280578,0.1479497717606141,0.9415307300119069,-1.4236088963604128,1.1666773186772927,-0.29842769930371177,-1.048641625736041,-1.2096498474370605,-0.3684909696911631,False,False,True,False,0.1,-0.1423608896360413,-0.08803979818317997,0.1846888384769427
M01506,-1.1488511060918907,0.29499959858108704,0.626180579099164,-1.2775063197370469,1.2697924795347146,-0.8745429489247771,-1.257653258702625,-1.2435534449896068,0.24730276308150267,False,False,True,False,0.1,-0.1277506319737047,0.356104915692237,-0.012575944781677478
M01507,-0.7784059236989798,0.10677582025088152,1.0792188240723979,-1.3505576080487298,1.1516947739373253,-1.4506581985458427,-1.303374553414065,-1.7182038107252573,0.24730276308150267,False,False,True,False,0.1,-0.135055760804873,0.772271392796588,0.6416310171869469
M01508,-0.8004498315046537,-0.16379586109878863,0.8948944400881897,-1.0400896327240778,1.1151197382485818,-1.4506581985458427,-1.257653258702625,-1.5486858229625249,0.8630964958541685,False,False,True,False,0.1,-0.10400896327240779,1.32029992305214,1.0851874101941406
M01509,-0.9644349993273501,0.6890931344599543,1.1169720111535013,-1.2957691418149677,1.2257261714759873,-0.8745429489247771,-1.1379070106488527,-1.107939054779421,0.8630964958541685,False,False,True,False,0.1,-0.12957691418149678,1.0365685071756712,1.4364695498798856
M01510,-1.0364809419117478,1.0126027534649946,0.3108304281864211,-1.2409806755812054,1.2257261714759873,-0.29842769930371177,-1.1792738963401561,-1.2774570425421534,0.8630964958541685,False,False,True,False,0.1,-0.12409806755812054,1.0058894502825768,0.3526061330492046
M01511,-0.9090564016691938,0.7596770513337815,0.592868943439366,-1.149666565191602,1.228370149959511,-1.4506581985458427,-1.3011973489039965,-1.5486858229625249,0.8630964958541685,False,False,True,False,0.1,-0.11496665651916022,1.2552374430889712,0.7337009683752898
M01512,-0.4380694934308919,1.6008020607468865,0.5662196349115276,-1.09487809895784,1.0692907778675058,-2.026773448166908,-1.0246923761252866,-1.1418426523319676,-0.3684909696911631,False,False,True,False,0.1,-0.109487809895784,0.21813191300323165,0.3832179899151895
M01513,-0.8074393632479163,0.6302732037317654,1.1080889083108907,-1.2775063197370469,1.09925586734744,-1.4506581985458427,-1.3360326210650937,-1.7860110058303502,-0.3684909696911631,False,False,True,False,0.1,-0.1277506319737047,0.16010228812601435,-0.09825267332021673
M01514,-0.9284120280351513,-0.08732995115214226,0.9082190943521089,-1.2592434976591262,1.1847445049813707,-0.29842769930371177,-1.2772480992932422,-1.7182038107252573,0.8630964958541685,False,False,True,False,0.1,-0.12592434976591263,1.2119325671122594,0.7842046774512432
M01515,-0.6509813834564256,2.0713615065724,0.6528298876269992,-1.149666565191602,1.153016763179087,-1.4506581985458427,-1.1858055098703617,-1.5147822254099785,2.0946839613995,False,False,True,False,0.1,-0.11496665651916022,2.629508087813436,2.3845577862722784
M01516,-0.6230232564833758,0.40675746696464665,1.2102445910009325,-1.09487809895784,1.0617995054975222,-1.4506581985458427,-1.2075775549710475,-1.6164930180676178,1.4788902286268342,False,False,True,False,0.1,-0.109487809895784,2.063444527114506,2.205460158957751
M01517,-0.8181924890067817,2.1184174511549516,0.49071326074932403,-1.2775063197370469,1.1195263690544548,-1.4506581985458427,-1.1879827143804302,-1.3113606400946998,0.24730276308150267,False,False,True,False,0.1,-0.1277506319737047,0.6170929884551513,0.2255301211311533
M01518,-0.9778764065259318,0.8655529266445218,1.2968548437164042,-1.2409806755812054,1.123051673699153,-0.29842769930371177,-1.0682364663266581,-1.0062282621217817,-0.3684909696911631,False,False,True,False,0.1,-0.12409806755812054,-0.27813090989043676,0.28176900643552744
M01519,-1.230037205571324,1.1125966357029162,1.068114945519133,-1.4966601846720955,1.1406781969226436,-0.8745429489247771,-1.3447414391053683,-1.413071432752339,0.24730276308150267,False,False,True,False,0.1,-0.14966601846720956,0.3620069966155469,0.07735751920087003
M01520,-1.1036879779046562,1.4831621992905084,0.7572063460276954,-1.2044550314253641,1.1397968707614692,-0.29842769930371177,-1.2489444406623504,-1.413071432752339,0.8630964958541685,False,False,True,False,0.1,-0.12044550314253642,1.0083529586118627,0.5090422678865687
M01521,-0.6525943523202553,0.27735361936263014,0.2486487082881336,-1.0583524548019987,1.2697924795347146,-0.8745429489247771,-1.1531474422193329,-1.5486858229625249,0.8630964958541685,False,False,True,False,0.1,-0.10583524548019987,1.363649585753246,0.7866458437735142
M01522,-1.169282045033735,1.2302364971592947,0.9948293470675805,-1.3140319638928883,1.2697924795347146,-0.29842769930371177,-1.2445900316422134,-1.3113606400946998,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.32261074968998116,0.23799308755313084
M01523,-1.0692779754762871,0.7361490790425058,0.33525896100360525,-1.149666565191602,1.2063369959301475,-0.8745429489247771,-1.2794253038033108,-1.413071432752339,0.8630964958541685,False,False,True,False,0.1,-0.11496665651916022,1.0732438241811921,0.24745702940547892
M01524,-1.12734485457416,0.5538072937851196,0.9171021971947227,-1.1861922093474435,1.160067372468484,-1.4506581985458427,-1.1836283053602932,-0.9045174694641424,0.8630964958541685,False,False,True,False,0.1,-0.11861922093474436,0.9193799466403016,1.0833064131999504
M01525,-1.0676650066124576,0.7243850928968681,0.9792839170930071,-1.2957691418149677,1.158745383226722,-0.8745429489247771,-1.2685392812529677,-1.3791678351997927,0.8630964958541685,False,False,True,False,0.1,-0.12957691418149678,1.0639707704946786,0.8847441431836541
M01526,-0.583236691175574,0.43616743232874117,1.2635432080566062,-1.0035639885682364,1.1032218350727256,-1.4506581985458427,-1.018160762595081,-1.0740354572268747,0.24730276308150267,False,False,True,False,0.1,-0.10035639885682364,0.6822268345010097,1.4920761280847166
M01527,-0.6547449774720285,1.0714226841931842,0.9393099543012526,-0.9853011664903157,1.1287802937467872,-0.8745429489247771,-1.209754759481116,-1.7182038107252573,1.4788902286268342,False,False,True,False,0.1,-0.09853011664903158,2.0339000106359215,1.8275715871357072
M01528,-0.8536778040110372,0.7537950582609627,1.1347382168387259,-1.1679293872695227,1.1142384120874074,-2.026773448166908,-1.366513484206054,-1.6843002131727107,0.8630964958541685,False,False,True,False,0.1,-0.11679293872695228,1.3759321760491852,1.2037237265185226
M01529,-1.1139034473755784,1.3008204140331217,0.988167019935621,-1.3688204301266504,1.1838631788201963,-2.026773448166908,-1.3403870300852307,-1.2774570425421534,0.24730276308150267,False,False,True,False,0.1,-0.13688204301266504,0.473786345791155,0.3913380976419054
M01530,-0.8536778040110372,0.4714593907656544,1.2968548437164042,-1.1314037431136812,1.2697924795347146,-0.8745429489247771,-1.1487930331991958,-1.2774570425421534,1.4788902286268342,False,False,True,False,0.1,-0.11314037431136813,1.7740054578149929,2.3226583088242894
M01531,-1.0972361024493371,1.318466393251578,0.728336261789206,-1.3688204301266504,1.2697924795347146,-1.4506581985458427,-1.2794253038033108,-1.2435534449896068,0.8630964958541685,False,False,True,False,0.1,-0.13688204301266504,1.0452856972081421,0.8395069341057838
M01532,-0.7918473308975614,0.43028543925592233,0.6461675604950397,-1.09487809895784,1.2517252932306366,-0.8745429489247771,-1.1770966918300871,-1.4469750303048856,0.24730276308150267,False,False,True,False,0.1,-0.109487809895784,0.6325521240140284,0.40111042643304173
M01533,-0.7681904542280578,0.7361490790425058,0.6284013548098151,-1.2409806755812054,1.1468474800508652,-1.4506581985458427,-1.2337040090918707,-1.5147822254099785,0.8630964958541685,False,False,True,False,0.1,-0.12409806755812054,1.3286100507179814,0.9449842734987458
M01534,-0.91174468310891,0.4949873630569301,0.5950897191500203,-1.1861922093474435,1.1221703475379785,-1.4506581985458427,-1.063882057306521,-0.802806676806503,0.24730276308150267,False,False,True,False,0.1,-0.11861922093474436,0.39944013727911376,0.5207680649864441
M01535,-0.6402282576975603,1.6596219914750754,0.5551157563582626,-1.149666565191602,1.134949576875009,-1.4506581985458427,-1.116134965548167,-1.3113606400946998,-0.3684909696911631,False,False,True,False,0.1,-0.11496665651916022,0.10741573815944361,-0.039141169880384796
M01536,-0.8434623345401151,0.5479253007123003,0.9770631413823561,-1.149666565191602,1.2499626409082871,-0.8745429489247771,-1.1335526016287156,-1.2435534449896068,0.8630964958541685,False,False,True,False,0.1,-0.11496665651916022,1.153186762942769,1.4081634222228507
M01537,-0.8117406135514623,-0.2167337987541588,1.2524393295033414,-1.1861922093474435,1.1433221754061673,-1.4506581985458427,-1.2511216451724194,-1.5147822254099785,0.8630964958541685,False,False,True,False,0.1,-0.11861922093474436,1.3024775274751255,1.4903354143579375
M01538,-0.823031395598271,0.7361490790425058,0.3796744752166682,-1.2957691418149677,1.2230821929924636,-1.4506581985458427,-1.1792738963401561,-1.2774570425421534,-0.3684909696911631,False,False,True,False,0.1,-0.12957691418149678,-0.012248468949277891,-0.38040332469907356
M01539,-1.1563782941230965,0.3479375362364572,1.2968548437164042,-1.3140319638928883,1.1750499172084508,-2.026773448166908,-1.303374553414065,-1.107939054779421,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.3942990223724713,0.7332896307840975
M01540,-0.7837824865784125,0.7302670859696869,1.2968548437164042,-1.2957691418149677,1.1988457235601637,-1.4506581985458427,-1.022515171615218,-0.8367102743590494,-0.3684909696911631,False,False,True,False,0.1,-0.12957691418149678,-0.12975828465435746,0.8750264358662453
M01541,-1.1262695419982736,1.6772679706935327,1.2968548437164042,-1.1314037431136812,1.126576978343851,-2.026773448166908,-1.325146598514751,-1.2096498474370605,1.4788902286268342,False,False,True,False,0.1,-0.11314037431136813,1.6777672851433116,1.8784200920796008
M01542,-1.131108448589763,1.0361307257562704,0.8749074586923109,-1.3688204301266504,1.116882390570931,-0.29842769930371177,-1.2837797128234478,-1.480878627857432,0.24730276308150267,False,False,True,False,0.1,-0.13688204301266504,0.3999740273151876,-0.08334115685610022
M01543,-1.1445498557883447,1.6949139499119892,1.2968548437164042,-1.3140319638928883,1.2697924795347146,-0.29842769930371177,-1.2554760541925565,-1.3791678351997927,0.8630964958541685,False,False,True,False,0.1,-0.13140319638928885,0.9740226942583803,1.1483555229106506
M01544,-1.1300331360138764,1.7184419222032654,1.2968548437164042,-1.2044550314253641,1.1547794155014366,-0.29842769930371177,-1.2707164857630366,-1.4469750303048856,0.24730276308150267,False,False,True,False,0.1,-0.12044550314253642,0.38798611283066287,0.3830577088722781
M01545,-1.314449242778417,0.9714288019552626,1.2968548437164042,-1.2775063197370469,1.1561014047431983,-1.4506581985458427,-1.1618562602596074,-0.5993850914912242,0.8630964958541685,False,False,True,False,0.1,-0.1277506319737047,0.710503513335359,1.3773760594990252
M01546,-1.084870007826642,0.453813411547198,0.18646698838984607,-1.3505576080487298,1.214268931380718,-1.4506581985458427,-1.3512730526355738,-1.480878627857432,0.8630964958541685,False,False,True,False,0.1,-0.135055760804873,1.1294995406631003,0.09954258555446358
M01547,-1.1445498557883447,1.8243177975140057,0.9659592628290911,-1.0766152768799193,1.0833919964462981,-1.4506581985458427,-1.2445900316422134,-1.0740354572268747,0.8630964958541685,False,False,True,False,0.1,-0.10766152768799193,0.9631366717080372,0.9015641456561994
M01548,-0.91174468310891,1.6772679706935327,0.3996614566125439,-1.0218268106461572,1.1111537705232968,-2.026773448166908,-1.2924885308637224,-1.3791678351997927,0.24730276308150267,False,False,True,False,0.1,-0.10218268106461573,0.6280466108363151,-0.04986799927193128
M01549,-0.8961526507585552,1.7654978667858168,1.1147512354428502,-1.0766152768799193,1.090883268816282,-0.29842769930371177,-0.959376240823229,-0.7689030792539565,-0.3684909696911631,False,False,True,False,0.1,-0.10766152768799193,-0.3052673796264892,0.3429729223081231
M01550,-1.3268153374011118,1.6596219914750754,1.0969850297576225,-1.405346074282492,1.1679993079190545,-0.29842769930371177,-1.3077289624342023,-1.3113606400946998,0.24730276308150267,False,False,True,False,0.1,-0.1405346074282492,0.22821638811459333,-0.004440644276292316
M01551,-0.42946699282379963,1.0949506564844598,0.5528949806476116,-1.149666565191602,1.1939984296737038,-0.8745429489247771,-1.0856541024072068,-1.6164930180676178,0.24730276308150267,False,False,True,False,0.1,-0.11496665651916022,0.9034898726649099,0.719389928613968
M01552,-1.1074515719202591,0.4655773976928356,0.7483232431850848,-1.222717853503285,1.2697924795347146,-1.4506581985458427,-1.2511216451724194,-1.1418426523319676,0.24730276308150267,False,False,True,False,0.1,-0.12227178535032851,0.390972836333663,0.28206612015156446
M01553,-0.7429206086947241,0.21265169556162236,0.4751678307747506,-1.0766152768799193,1.1613893617102458,-0.8745429489247771,-1.1139577610380984,-1.3113606400946998,1.4788902286268342,False,False,True,False,0.1,-0.10766152768799193,1.8499273809702084,1.539864852353773
M01554,-1.1251942294223871,2.189001368028778,0.546232653515652,-1.3870832522045713,1.2195568883477654,-0.8745429489247771,-1.257653258702625,-1.2774570425421534,0.24730276308150267,False,False,True,False,0.1,-0.13870832522045715,0.37976179236174057,-0.11839161251892508
M01555,-0.8880878064394063,0.23617966785289807,0.7971803088194531,-1.2957691418149677,1.1944390927542914,-1.4506581985458427,-1.17274228280995,-1.175746249884514,0.24730276308150267,False,False,True,False,0.1,-0.12957691418149678,0.5319572394520464,0.5893194988833675
M01556,-0.7837824865784125,2.189001368028778,0.6350636819417748,-1.2592434976591262,1.1613893617102458,-1.4506581985458427,-1.0878313069172756,-1.040131859674328,-0.3684909696911631,False,False,True,False,0.1,-0.12592434976591263,-0.06444214935229997,0.034020897812892664
M01557,-0.9837906256933077,1.8419637767324621,1.076998048361747,-1.2409806755812054,1.1882698096260695,-0.29842769930371177,-1.1139577610380984,-1.1418426523319676,0.24730276308150267,False,False,True,False,0.1,-0.12409806755812054,0.3774698984262934,0.6412025459469551
M01558,-1.066589694036571,1.0714226841931842,0.8749074586923109,-1.3140319638928883,1.2244041822342255,-1.4506581985458427,-1.366513484206054,-1.5486858229625249,0.8630964958541685,False,False,True,False,0.1,-0.13140319638928885,1.1630202860236516,0.7784596063403814
M01559,-0.7230273260408234,1.5066901715817835,0.7416609160531252,-1.3140319638928883,1.2226415299118767,-0.29842769930371177,-1.0747680798568642,-1.3452642376472463,0.24730276308150267,False,False,True,False,0.1,-0.13140319638928885,0.5990435168975434,0.6264575955637645
M01560,-0.7810942051386961,1.0714226841931842,0.29528499821184767,-1.1314037431136812,1.2054556697689731,-1.4506581985458427,-1.2816025083133793,-1.6503966156201644,1.4788902286268342,False,False,True,False,0.1,-0.11314037431136813,1.9793985318015173,1.1617887533348454
M01561,-0.9526065609925983,1.6184480399653438,0.9859462442249667,-1.2957691418149677,1.1287802937467872,-0.29842769930371177,-1.0355783986756297,-0.9384210670166888,0.8630964958541685,False,False,True,False,0.1,-0.12957691418149678,0.9460683335371999,1.2993441576811637
M01562,-0.8698074926493352,0.5067513492025683,1.2968548437164042,-1.2409806755812054,1.1195263690544548,-1.4506581985458427,-1.1879827143804302,-1.2435534449896068,1.4788902286268342,False,False,True,False,0.1,-0.12409806755812054,1.797065450357929,2.2241837930479664
M01563,-0.8719581178011083,0.8890808989357974,0.3730121480847086,-1.3870832522045713,1.2266074976371617,-1.4506581985458427,-1.1988687369307733,-1.2774570425421534,1.4788902286268342,False,False,True,False,0.1,-0.13870832522045715,1.8058008477564993,1.394713658355565
M01564,-0.9488429669769954,-0.07556596500650467,1.2968548437164042,-1.149666565191602,1.2697924795347146,-2.026773448166908,-1.329501007534888,-1.4469750303048856,-0.3684909696911631,False,False,True,False,0.1,-0.11496665651916022,0.012167070866729635,0.29796305335512757
