material_id,material_name,material_type,recommended_product_category,max_weight_capacity_kg,moisture_resistance_level,suitable_for_fragile,suitable_for_liquid,suitable_for_moisture_sensitive,suitable_for_temperature_sensitive,recyclable_percent,biodegradable_days,co2_per_kg,cost_per_kg_inr,suitability_score,strength_rating_per_kg
195,Corrugated Cardboard Variant 31-6,Corrugated Cardboard,Electronics,13.8,1,False,True,True,True,82,881,1.972,70.43,0.492,1.4
196,Corrugated Cardboard Variant 31-7,Corrugated Cardboard,Industrial Goods,21.7,1,True,True,False,True,86,262,1.791,117.82,0.533,3.8
197,Corrugated Cardboard Variant 31-8,Corrugated Cardboard,Industrial Goods,42.1,5,False,False,True,False,43,299,1.449,96.29,0.535,9.1
198,Paperboard Variant 32-1,Paperboard,Electronics,12.9,1,True,True,False,True,73,281,0.877,87.9,0.529,2.2
199,Paperboard Variant 32-2,Paperboard,Electronics,44.0,5,False,False,True,True,89,327,1.995,86.62,0.664,9.5
200,Paperboard Variant 32-3,Paperboard,Pharmaceuticals,26.6,5,True,True,False,False,68,94,1.855,106.34,0.5,4.7
201,Paperboard Variant 32-4,Paperboard,Food & Beverages,26.4,4,False,False,True,True,80,97,1.643,87.34,0.558,4.9
202,Paperboard Variant 32-5,Paperboard,Electronics,26.1,4,True,False,False,True,83,221,1.981,77.83,0.56,4.9
203,Molded Pulp Variant 33-1,Molded Pulp,Food & Beverages,20.9,1,True,True,False,False,88,168,1.035,78.56,0.603,4.0
204,Molded Pulp Variant 33-2,Molded Pulp,Industrial Goods,14.8,1,False,True,True,True,79,149,1.326,77.03,0.507,1.4
205,Molded Pulp Variant 33-3,Molded Pulp,Cosmetics & Beauty,20.4,1,True,True,False,True,100,98,1.643,79.48,0.609,4.2
206,Molded Pulp Variant 33-4,Molded Pulp,Apparel & Fashion,7.4,5,True,False,False,False,71,299,1.662,63.74,0.468,1.0
207,Molded Pulp Variant 33-5,Molded Pulp,Home & Living,36.3,1,False,True,True,True,61,220,1.243,76.5,0.608,8.9
208,PET Plastic Variant 34-1,PET Plastic,Home & Living,21.5,4,False,False,True,False,11,-1,3.697,206.97,0.266,5.2
209,PET Plastic Variant 34-2,PET Plastic,Cosmetics & Beauty,30.1,2,False,True,True,True,11,-1,4.073,184.8,0.292,6.5
210,PET Plastic Variant 34-3,PET Plastic,Apparel & Fashion,41.2,1,True,True,False,False,35,-1,4.02,245.62,0.367,7.2
211,PET Plastic Variant 34-4,PET Plastic,Pharmaceuticals,23.9,1,True,True,False,False,47,-1,3.116,226.24,0.373,4.9
212,PET Plastic Variant 34-5,PET Plastic,Cosmetics & Beauty,41.3,4,False,False,True,False,41,-1,3.503,159.39,0.417,7.5
213,PET Plastic Variant 34-6,PET Plastic,Pharmaceuticals,34.7,2,True,False,True,False,38,-1,2.947,182.76,0.381,6.0
214,PET Plastic Variant 34-7,PET Plastic,Cosmetics & Beauty,19.9,3,True,True,False,False,43,-1,3.451,234.68,0.326,3.5
215,PET Plastic Variant 34-8,PET Plastic,Apparel & Fashion,6.2,1,True,False,True,False,36,-1,4.314,133.42,0.272,1.1
216,Kraft Paper Variant 35-1,Kraft Paper,Industrial Goods,20.4,3,True,False,True,False,96,229,1.369,69.98,0.622,4.5
217,Kraft Paper Variant 35-2,Kraft Paper,Cosmetics & Beauty,49.7,1,False,True,False,True,63,128,1.464,52.33,0.61,8.4
218,Kraft Paper Variant 35-3,Kraft Paper,Food & Beverages,38.3,3,False,True,False,False,80,80,1.469,117.31,0.584,6.5
219,Kraft Paper Variant 35-4,Kraft Paper,Cosmetics & Beauty,29.4,5,True,False,False,False,78,224,0.978,98.47,0.626,7.0
220,Glass Bottle Variant 36-1,Glass Bottle,Pharmaceuticals,35.8,3,True,False,False,True,94,-1,1.761,164.4,0.648,9.1
221,Glass Bottle Variant 36-2,Glass Bottle,Industrial Goods,7.1,1,False,False,True,False,91,-1,3.227,118.01,0.464,1.4
222,Glass Bottle Variant 36-3,Glass Bottle,Electronics,19.4,3,True,False,True,False,98,-1,3.231,129.27,0.542,4.5
223,Glass Bottle Variant 36-4,Glass Bottle,Industrial Goods,21.0,3,False,False,False,False,85,-1,1.562,90.73,0.541,3.2
224,Glass Bottle Variant 36-5,Glass Bottle,Industrial Goods,11.8,2,True,False,False,False,89,-1,2.789,135.91,0.463,1.6
225,Glass Bottle Variant 36-6,Glass Bottle,Industrial Goods,17.3,3,True,False,True,False,86,-1,1.588,60.28,0.587,4.4
226,Glass Bottle Variant 36-7,Glass Bottle,Electronics,32.0,5,True,False,False,False,80,-1,2.727,161.51,0.535,6.9
227,Paperboard Variant 37-1,Paperboard,Industrial Goods,24.9,4,True,True,True,True,99,204,1.753,80.05,0.579,3.1
228,Paperboard Variant 37-2,Paperboard,Food & Beverages,3.5,2,False,False,True,False,62,274,1.286,114.34,0.431,1.0
229,Paperboard Variant 37-3,Paperboard,Pharmaceuticals,16.8,5,False,False,True,True,84,273,1.664,55.03,0.554,3.0
230,Paperboard Variant 37-4,Paperboard,Pharmaceuticals,23.2,4,False,True,False,True,87,112,1.463,104.32,0.547,3.3
231,Paperboard Variant 37-5,Paperboard,Electronics,8.0,2,True,True,False,False,74,300,0.856,80.89,0.514,1.0
232,Paperboard Variant 37-6,Paperboard,Apparel & Fashion,35.6,2,True,True,False,True,87,198,0.956,106.14,0.673,8.1
233,Paperboard Variant 37-7,Paperboard,Apparel & Fashion,43.5,4,False,False,False,False,96,245,1.478,43.38,0.731,9.1
234,LDPE Plastic Film Variant 38-1,LDPE Plastic Film,Cosmetics & Beauty,42.4,2,True,True,False,True,33,-1,4.377,221.77,0.385,8.4
235,LDPE Plastic Film Variant 38-2,LDPE Plastic Film,Apparel & Fashion,15.6,5,True,False,False,True,50,-1,2.277,176.15,0.334,1.0
236,LDPE Plastic Film Variant 38-3,LDPE Plastic Film,Cosmetics & Beauty,38.8,1,True,False,False,False,40,-1,2.928,215.14,0.414,7.7
237,LDPE Plastic Film Variant 38-4,LDPE Plastic Film,Apparel & Fashion,36.8,1,False,False,True,True,10,-1,2.719,242.43,0.319,7.5
238,LDPE Plastic Film Variant 38-5,LDPE Plastic Film,Food & Beverages,3.8,2,False,True,False,True,47,-1,2.048,153.98,0.338,1.0
239,LDPE Plastic Film Variant 38-6,LDPE Plastic Film,Cosmetics & Beauty,21.3,1,False,True,False,True,35,-1,2.78,208.41,0.347,4.9
240,LDPE Plastic Film Variant 38-7,LDPE Plastic Film,Apparel & Fashion,38.9,4,False,True,True,False,39,-1,2.454,158.84,0.443,8.1
241,LDPE Plastic Film Variant 38-8,LDPE Plastic Film,Pharmaceuticals,17.3,1,False,False,True,True,56,-1,3.367,208.09,0.374,3.6
242,Recycled Paper Variant 39-1,Recycled Paper,Pharmaceuticals,30.7,5,True,True,True,True,93,285,1.697,78.73,0.626,6.2
243,Recycled Paper Variant 39-2,Recycled Paper,Pharmaceuticals,3.8,2,False,True,False,False,81,292,1.671,56.4,0.515,1.6
244,Recycled Paper Variant 39-3,Recycled Paper,Pharmaceuticals,44.9,1,False,False,True,False,99,127,1.609,71.05,0.729,10.0
245,Recycled Paper Variant 39-4,Recycled Paper,Home & Living,17.9,4,True,False,False,True,64,143,1.337,90.47,0.519,4.7
246,Recycled Paper Variant 39-5,Recycled Paper,Electronics,47.9,3,False,True,False,False,65,353,1.713,114.29,0.599,10.0
247,Recycled Paper Variant 39-6,Recycled Paper,Electronics,9.8,3,True,False,True,True,87,129,1.564,48.71,0.56,2.4
248,Recycled Paper Variant 39-7,Recycled Paper,Industrial Goods,20.9,3,False,False,True,False,78,213,1.795,41.14,0.575,4.6
249,Bubble Wrap Variant 40-1,Bubble Wrap,Electronics,18.4,1,False,False,False,False,61,674,2.375,119.45,0.435,3.6
250,Bubble Wrap Variant 40-2,Bubble Wrap,Pharmaceuticals,48.0,2,False,False,True,True,66,691,3.414,173.84,0.507,8.4
251,Bubble Wrap Variant 40-3,Bubble Wrap,Pharmaceuticals,40.6,2,False,False,True,True,74,189,1.461,233.24,0.584,9.0
252,Bubble Wrap Variant 40-4,Bubble Wrap,Apparel & Fashion,47.8,1,True,False,True,True,82,785,3.853,236.13,0.553,9.3
253,HDPE Plastic Variant 41-1,HDPE Plastic,Cosmetics & Beauty,18.5,2,False,True,False,False,10,-1,4.167,128.04,0.234,2.9
254,HDPE Plastic Variant 41-2,HDPE Plastic,Cosmetics & Beauty,47.6,5,False,False,False,True,28,-1,3.075,123.01,0.447,10.0
255,HDPE Plastic Variant 41-3,HDPE Plastic,Apparel & Fashion,42.4,5,True,False,False,False,50,-1,3.485,147.31,0.476,8.9
256,HDPE Plastic Variant 41-4,HDPE Plastic,Pharmaceuticals,32.2,3,True,False,False,False,33,-1,2.119,232.28,0.357,5.1
257,HDPE Plastic Variant 41-5,HDPE Plastic,Cosmetics & Beauty,38.9,2,False,False,False,True,40,-1,3.914,120.46,0.434,8.1
258,HDPE Plastic Variant 41-6,HDPE Plastic,Electronics,21.4,5,False,True,True,True,29,-1,2.004,136.87,0.353,4.1
259,HDPE Plastic Variant 41-7,HDPE Plastic,Apparel & Fashion,48.4,3,False,False,False,False,34,-1,2.679,140.45,0.439,8.6
260,Steel Can Variant 42-1,Steel Can,Cosmetics & Beauty,17.5,4,False,False,True,False,96,-1,6.072,245.17,0.434,2.3
261,Steel Can Variant 42-2,Steel Can,Food & Beverages,2.0,2,False,False,False,True,99,-1,4.65,308.04,0.421,1.1
262,Steel Can Variant 42-3,Steel Can,Pharmaceuticals,39.3,1,True,False,False,True,94,-1,6.309,328.58,0.498,6.4
263,Steel Can Variant 42-4,Steel Can,Pharmaceuticals,35.0,5,False,True,False,True,99,-1,4.594,189.33,0.534,5.7
264,Glass Jar Variant 43-1,Glass Jar,Cosmetics & Beauty,33.9,5,False,False,True,True,83,-1,1.55,106.12,0.576,5.6
265,Glass Jar Variant 43-2,Glass Jar,Industrial Goods,1.6,2,False,False,True,False,80,-1,1.603,176.04,0.472,2.2
266,Glass Jar Variant 43-3,Glass Jar,Industrial Goods,36.2,5,False,False,False,True,90,-1,1.815,163.84,0.596,7.2
267,Glass Jar Variant 43-4,Glass Jar,Pharmaceuticals,15.2,3,False,True,True,False,87,-1,2.598,66.22,0.499,1.7
268,Glass Jar Variant 43-5,Glass Jar,Home & Living,16.0,3,True,False,False,False,84,-1,3.068,68.2,0.523,3.9
269,Glass Jar Variant 43-6,Glass Jar,Industrial Goods,22.2,3,False,True,True,True,98,-1,2.702,154.23,0.532,3.9
270,Wooden Crate Variant 44-1,Wooden Crate,Apparel & Fashion,16.9,2,False,True,False,False,31,697,2.958,145.73,0.324,3.7
271,Wooden Crate Variant 44-2,Wooden Crate,Food & Beverages,10.3,4,True,True,True,True,45,693,2.314,114.5,0.359,2.0
272,Wooden Crate Variant 44-3,Wooden Crate,Apparel & Fashion,30.6,3,True,False,True,True,73,582,2.297,154.84,0.482,4.7
273,Wooden Crate Variant 44-4,Wooden Crate,Electronics,1.7,3,True,False,False,False,88,687,1.348,80.24,0.525,1.1
274,Wooden Crate Variant 44-5,Wooden Crate,Home & Living,23.0,5,False,False,False,True,51,789,1.101,124.83,0.527,7.1
275,Bubble Wrap Variant 45-1,Bubble Wrap,Industrial Goods,19.9,1,False,False,True,False,35,355,2.494,193.05,0.367,5.4
276,Bubble Wrap Variant 45-2,Bubble Wrap,Food & Beverages,17.0,4,False,False,False,True,58,558,1.027,202.99,0.47,4.1
277,Bubble Wrap Variant 45-3,Bubble Wrap,Electronics,31.1,1,False,False,True,False,87,340,1.243,194.39,0.567,5.2
278,Bubble Wrap Variant 45-4,Bubble Wrap,Electronics,42.1,3,True,True,False,True,67,782,1.205,168.65,0.542,6.5
279,Air Cushion Film Variant 46-1,Air Cushion Film,Home & Living,46.1,3,False,True,True,False,50,949,1.745,187.14,0.529,10.0
280,Air Cushion Film Variant 46-2,Air Cushion Film,Pharmaceuticals,22.0,4,False,True,False,False,51,691,1.066,155.47,0.476,5.0
281,Air Cushion Film Variant 46-3,Air Cushion Film,Home & Living,25.6,5,True,True,True,True,50,824,3.828,213.71,0.394,5.9
282,Air Cushion Film Variant 46-4,Air Cushion Film,Apparel & Fashion,36.3,4,True,False,True,False,56,491,1.765,174.07,0.491,7.1
283,Air Cushion Film Variant 46-5,Air Cushion Film,Electronics,4.8,1,False,True,False,False,87,986,1.956,119.4,0.474,1.0
284,Air Cushion Film Variant 46-6,Air Cushion Film,Home & Living,4.8,5,False,True,False,False,46,255,3.245,225.99,0.318,2.4
285,Air Cushion Film Variant 46-7,Air Cushion Film,Electronics,30.9,5,True,False,False,True,84,795,2.596,226.71,0.465,3.4
286,HDPE Plastic Variant 47-1,HDPE Plastic,Home & Living,15.5,1,True,False,False,False,19,-1,3.455,201.54,0.245,2.7
287,HDPE Plastic Variant 47-2,HDPE Plastic,Electronics,11.4,3,True,True,True,True,56,-1,4.179,220.62,0.354,3.3
288,HDPE Plastic Variant 47-3,HDPE Plastic,Industrial Goods,21.2,2,True,False,False,False,43,-1,4.363,103.54,0.409,6.3
289,HDPE Plastic Variant 47-4,HDPE Plastic,Pharmaceuticals,25.3,5,True,True,False,True,16,-1,4.379,223.68,0.284,5.9
290,PLA Bioplastic Variant 48-1,PLA Bioplastic,Electronics,31.0,3,True,False,False,False,61,499,2.043,326.31,0.449,6.0
291,PLA Bioplastic Variant 48-2,PLA Bioplastic,Home & Living,37.9,5,False,False,False,True,48,548,0.823,246.87,0.512,7.3
292,PLA Bioplastic Variant 48-3,PLA Bioplastic,Apparel & Fashion,32.7,2,False,True,True,False,41,304,2.241,298.62,0.426,8.0
293,PLA Bioplastic Variant 48-4,PLA Bioplastic,Home & Living,49.1,2,True,False,False,False,48,122,1.433,220.1,0.488,7.9
294,PLA Bioplastic Variant 48-5,PLA Bioplastic,Home & Living,19.1,3,True,True,True,False,59,354,2.232,316.27,0.406,4.4
295,PLA Bioplastic Variant 48-6,PLA Bioplastic,Electronics,32.0,2,False,False,True,False,74,599,1.039,253.6,0.582,7.8
296,PLA Bioplastic Variant 48-7,PLA Bioplastic,Home & Living,31.4,5,True,False,True,True,46,519,1.815,301.74,0.428,6.7
297,Recycled Paper Variant 49-1,Recycled Paper,Industrial Goods,44.6,5,False,False,True,False,99,118,1.52,54.83,0.707,8.1
298,Recycled Paper Variant 49-2,Recycled Paper,Home & Living,43.6,2,False,True,True,False,71,338,1.755,92.76,0.626,10.0
299,Recycled Paper Variant 49-3,Recycled Paper,Home & Living,34.9,3,False,False,True,True,72,337,1.732,45.05,0.616,7.6
300,Recycled Paper Variant 49-4,Recycled Paper,Home & Living,23.6,4,False,False,True,True,96,122,1.298,61.12,0.619,3.8
301,Recycled Paper Variant 49-5,Recycled Paper,Food & Beverages,41.4,4,True,False,True,False,88,163,0.913,93.34,0.684,8.0
302,Recycled Paper Variant 49-6,Recycled Paper,Food & Beverages,40.8,5,True,True,False,True,90,150,1.83,104.53,0.652,8.9
303,Recycled Paper Variant 49-7,Recycled Paper,Apparel & Fashion,12.8,5,True,False,False,False,94,145,1.717,41.15,0.582,2.4
304,EPE Foam Variant 50-1,EPE Foam,Food & Beverages,38.4,3,True,False,False,False,28,-1,4.972,195.52,0.354,7.6
305,EPE Foam Variant 50-2,EPE Foam,Cosmetics & Beauty,22.7,2,True,False,False,False,37,-1,2.635,188.6,0.325,3.1
306,EPE Foam Variant 50-3,EPE Foam,Apparel & Fashion,49.1,4,False,False,False,False,41,-1,4.024,179.12,0.422,8.4
307,EPE Foam Variant 50-4,EPE Foam,Industrial Goods,19.3,3,True,False,False,False,28,-1,4.431,217.21,0.252,2.5
308,EPE Foam Variant 50-5,EPE Foam,Industrial Goods,11.0,2,False,False,True,True,57,-1,2.514,123.25,0.408,3.1
309,EPS Foam Variant 51-1,EPS Foam,Food & Beverages,23.3,4,False,False,False,False,47,-1,2.236,203.54,0.398,4.9
310,EPS Foam Variant 51-2,EPS Foam,Pharmaceuticals,5.7,3,True,True,False,True,29,-1,4.649,234.53,0.22,1.0
311,EPS Foam Variant 51-3,EPS Foam,Electronics,11.4,5,False,False,True,False,26,-1,4.92,200.94,0.229,1.7
312,EPS Foam Variant 51-4,EPS Foam,Electronics,42.5,4,True,False,True,False,51,-1,2.255,241.94,0.462,7.9
313,EPS Foam Variant 51-5,EPS Foam,Cosmetics & Beauty,4.5,4,True,False,True,False,29,-1,4.278,246.5,0.222,1.0
314,EPS Foam Variant 51-6,EPS Foam,Home & Living,22.5,3,True,True,True,True,48,-1,3.061,167.53,0.367,3.7
315,EPS Foam Variant 51-7,EPS Foam,Home & Living,48.8,2,False,True,True,False,37,-1,2.468,200.24,0.42,7.8
316,Kraft Paper Variant 52-1,Kraft Paper,Home & Living,39.2,3,True,True,False,False,90,165,1.237,62.55,0.681,7.7
317,Kraft Paper Variant 52-2,Kraft Paper,Apparel & Fashion,18.0,2,False,False,False,True,76,91,1.246,111.16,0.552,4.8
318,Kraft Paper Variant 52-3,Kraft Paper,Home & Living,25.0,1,True,False,False,True,94,107,1.194,72.54,0.637,5.1
319,Kraft Paper Variant 52-4,Kraft Paper,Food & Beverages,38.4,5,False,False,False,False,63,98,1.69,114.59,0.57,8.8
320,PET Plastic Variant 53-1,PET Plastic,Electronics,7.5,4,True,False,False,False,25,-1,4.318,145.71,0.243,1.5
321,PET Plastic Variant 53-2,PET Plastic,Apparel & Fashion,29.0,1,False,True,False,False,38,-1,2.438,227.35,0.402,7.0
322,PET Plastic Variant 53-3,PET Plastic,Food & Beverages,11.8,5,False,True,True,True,51,-1,3.568,226.82,0.31,1.5
323,PET Plastic Variant 53-4,PET Plastic,Food & Beverages,8.5,1,False,True,True,True,56,-1,3.17,245.35,0.346,2.4
324,PET Plastic Variant 53-5,PET Plastic,Apparel & Fashion,38.3,2,False,False,False,False,59,-1,4.069,163.66,0.468,7.8
325,PET Plastic Variant 53-6,PET Plastic,Cosmetics & Beauty,2.5,5,True,False,True,False,32,-1,2.696,200.21,0.284,2.0
326,Bubble Wrap Variant 54-1,Bubble Wrap,Home & Living,46.5,1,False,False,True,True,41,660,3.745,211.47,0.432,9.1
327,Bubble Wrap Variant 54-2,Bubble Wrap,Pharmaceuticals,46.2,4,True,False,True,False,61,685,2.697,195.16,0.524,9.6
328,Bubble Wrap Variant 54-3,Bubble Wrap,Industrial Goods,20.0,2,True,False,False,True,78,406,1.878,151.16,0.49,3.6
329,Bubble Wrap Variant 54-4,Bubble Wrap,Home & Living,15.4,3,False,False,False,True,66,550,2.051,166.08,0.451,4.0
330,Bubble Wrap Variant 54-5,Bubble Wrap,Electronics,17.6,5,True,False,False,False,75,262,2.02,133.02,0.45,2.0
331,Bubble Wrap Variant 54-6,Bubble Wrap,Industrial Goods,22.7,1,True,False,False,False,67,671,1.72,108.03,0.497,4.5
332,Bubble Wrap Variant 55-1,Bubble Wrap,Industrial Goods,14.4,5,True,False,True,False,71,252,3.262,207.7,0.42,3.6
333,Bubble Wrap Variant 55-2,Bubble Wrap,Electronics,45.3,5,True,False,False,False,76,341,2.07,225.54,0.561,8.7
334,Bubble Wrap Variant 55-3,Bubble Wrap,Apparel & Fashion,15.5,1,True,False,False,False,49,612,1.52,219.82,0.403,3.7
335,Bubble Wrap Variant 55-4,Bubble Wrap,Food & Beverages,6.7,5,True,True,False,False,77,543,2.976,204.61,0.418,2.3
336,Bubble Wrap Variant 55-5,Bubble Wrap,Electronics,41.2,3,True,False,False,True,40,752,1.296,212.6,0.481,8.3
337,Bubble Wrap Variant 55-6,Bubble Wrap,Electronics,18.7,3,False,True,True,False,41,781,3.244,214.21,0.341,4.2
338,Bubble Wrap Variant 56-1,Bubble Wrap,Food & Beverages,13.1,4,False,True,False,False,76,853,1.158,88.56,0.567,4.7
339,Bubble Wrap Variant 56-2,Bubble Wrap,Food & Beverages,23.4,5,False,True,False,True,67,790,2.088,139.64,0.484,5.1
340,Bubble Wrap Variant 56-3,Bubble Wrap,Home & Living,17.1,2,True,False,True,False,64,545,1.419,111.05,0.489,3.9
341,Bubble Wrap Variant 56-4,Bubble Wrap,Apparel & Fashion,38.3,5,True,True,False,True,54,205,1.935,239.31,0.481,7.9
342,Bubble Wrap Variant 56-5,Bubble Wrap,Industrial Goods,33.1,2,False,False,False,True,73,578,3.815,184.18,0.494,7.1
343,EPE Foam Variant 57-1,EPE Foam,Industrial Goods,4.8,3,True,False,False,True,16,-1,2.318,153.19,0.237,1.0
344,EPE Foam Variant 57-2,EPE Foam,Industrial Goods,21.2,2,False,True,True,True,49,-1,4.482,140.39,0.333,2.4
345,EPE Foam Variant 57-3,EPE Foam,Pharmaceuticals,21.5,4,False,False,True,True,16,-1,4.749,241.46,0.263,5.2
346,EPE Foam Variant 57-4,EPE Foam,Food & Beverages,31.9,3,True,True,True,False,48,-1,4.473,215.09,0.38,5.9
347,EPE Foam Variant 57-5,EPE Foam,Home & Living,41.8,2,True,True,False,False,41,-1,4.705,155.67,0.39,6.8
348,Wooden Crate Variant 58-1,Wooden Crate,Pharmaceuticals,44.3,3,False,False,False,True,46,988,2.714,105.31,0.484,8.4
349,Wooden Crate Variant 58-2,Wooden Crate,Electronics,22.6,1,True,False,True,False,52,449,1.241,162.57,0.458,4.6
350,Wooden Crate Variant 58-3,Wooden Crate,Electronics,9.9,3,False,False,False,False,54,416,1.885,147.85,0.379,1.6
351,Wooden Crate Variant 58-4,Wooden Crate,Industrial Goods,36.5,2,True,False,True,True,40,702,2.897,179.62,0.403,6.7
352,Wooden Crate Variant 58-5,Wooden Crate,Cosmetics & Beauty,14.0,2,False,False,True,True,78,934,1.057,127.15,0.52,2.6
353,Wooden Crate Variant 58-6,Wooden Crate,Pharmaceuticals,1.6,4,True,True,False,True,55,462,2.503,147.93,0.351,1.0
354,Starch-based Bioplastic Variant 59-1,Starch-based Bioplastic,Electronics,26.1,4,True,False,False,True,65,639,0.962,336.08,0.498,5.2
355,Starch-based Bioplastic Variant 59-2,Starch-based Bioplastic,Food & Beverages,17.5,4,True,True,True,False,58,314,1.979,246.88,0.41,3.9
356,Starch-based Bioplastic Variant 59-3,Starch-based Bioplastic,Pharmaceuticals,11.6,5,False,False,True,True,35,283,1.013,231.54,0.37,2.8
357,Starch-based Bioplastic Variant 59-4,Starch-based Bioplastic,Apparel & Fashion,41.5,5,True,False,True,False,76,669,1.943,198.11,0.537,7.0
358,Starch-based Bioplastic Variant 60-1,Starch-based Bioplastic,Industrial Goods,34.0,4,True,True,False,False,51,419,2.487,166.25,0.426,5.6
359,Starch-based Bioplastic Variant 60-2,Starch-based Bioplastic,Cosmetics & Beauty,49.4,3,True,True,False,False,39,249,1.931,273.75,0.463,9.5
360,Starch-based Bioplastic Variant 60-3,Starch-based Bioplastic,Home & Living,32.6,5,True,True,True,True,36,529,1.231,254.72,0.459,8.0
361,Starch-based Bioplastic Variant 60-4,Starch-based Bioplastic,Industrial Goods,25.1,1,False,False,False,False,40,415,2.438,168.65,0.368,4.3
362,Starch-based Bioplastic Variant 60-5,Starch-based Bioplastic,Cosmetics & Beauty,8.4,3,False,False,False,False,59,715,2.107,205.18,0.373,1.7
363,Bubble Wrap Variant 61-1,Bubble Wrap,Electronics,34.9,1,False,False,True,True,49,933,3.202,87.65,0.471,7.3
364,Bubble Wrap Variant 61-2,Bubble Wrap,Electronics,24.4,2,True,True,True,False,86,917,2.448,223.14,0.485,3.9
365,Bubble Wrap Variant 61-3,Bubble Wrap,Industrial Goods,34.0,4,True,True,False,False,53,801,2.803,95.28,0.508,8.4
366,Bubble Wrap Variant 61-4,Bubble Wrap,Apparel & Fashion,45.9,4,True,False,False,False,45,535,1.924,182.93,0.508,10.0
367,Bubble Wrap Variant 62-1,Bubble Wrap,Pharmaceuticals,31.1,3,True,False,True,False,68,897,1.971,203.89,0.479,5.4
368,Bubble Wrap Variant 62-2,Bubble Wrap,Food & Beverages,28.3,4,False,False,False,True,56,551,1.865,189.63,0.448,5.3
369,Bubble Wrap Variant 62-3,Bubble Wrap,Home & Living,44.7,5,False,True,True,True,88,903,2.543,176.18,0.621,10.0
370,Bubble Wrap Variant 62-4,Bubble Wrap,Home & Living,27.9,2,False,True,True,True,49,787,3.962,110.07,0.417,5.7
371,PET Plastic Variant 63-1,PET Plastic,Apparel & Fashion,27.1,2,True,False,False,True,11,-1,3.705,207.6,0.23,3.4
372,PET Plastic Variant 63-2,PET Plastic,Electronics,7.5,3,False,False,True,False,29,-1,4.182,220.56,0.231,1.2
373,PET Plastic Variant 63-3,PET Plastic,Food & Beverages,36.8,5,False,False,False,True,52,-1,2.314,131.4,0.509,8.8
374,PET Plastic Variant 63-4,PET Plastic,Food & Beverages,6.3,2,True,True,False,False,57,-1,3.464,116.88,0.354,1.2
375,PET Plastic Variant 63-5,PET Plastic,Pharmaceuticals,12.5,2,True,False,False,True,58,-1,4.245,198.18,0.38,4.1
376,PET Plastic Variant 63-6,PET Plastic,Pharmaceuticals,29.6,3,False,False,False,False,21,-1,4.278,157.38,0.284,4.3
377,PET Plastic Variant 63-7,PET Plastic,Electronics,16.5,1,False,False,True,False,16,-1,3.031,172.67,0.274,3.9
378,Aluminum Foil Variant 64-1,Aluminum Foil,Industrial Goods,13.3,2,False,False,True,True,98,-1,4.83,169.18,0.476,2.8
379,Aluminum Foil Variant 64-2,Aluminum Foil,Apparel & Fashion,25.5,3,True,True,False,True,89,-1,7.082,303.49,0.452,4.9
380,Aluminum Foil Variant 64-3,Aluminum Foil,Industrial Goods,20.5,1,False,False,False,True,89,-1,6.626,215.62,0.472,5.1
381,Aluminum Foil Variant 64-4,Aluminum Foil,Electronics,43.5,1,True,True,True,False,88,-1,4.582,174.65,0.591,10.0
382,Aluminum Foil Variant 64-5,Aluminum Foil,Food & Beverages,15.5,4,True,False,False,True,95,-1,8.35,289.59,0.454,4.3
383,Bubble Wrap Variant 65-1,Bubble Wrap,Home & Living,31.1,2,True,False,True,True,36,432,3.625,101.14,0.368,4.8
384,Bubble Wrap Variant 65-2,Bubble Wrap,Industrial Goods,9.7,4,True,False,False,False,66,721,2.444,194.28,0.373,1.0
385,Bubble Wrap Variant 65-3,Bubble Wrap,Apparel & Fashion,47.6,3,True,False,True,True,31,871,1.349,84.1,0.481,7.6
386,Bubble Wrap Variant 65-4,Bubble Wrap,Apparel & Fashion,10.3,2,True,True,False,True,87,702,2.764,220.48,0.461,2.9
387,Bubble Wrap Variant 65-5,Bubble Wrap,Pharmaceuticals,40.2,2,False,False,False,False,43,858,1.661,182.87,0.484,8.6
388,Bubble Wrap Variant 65-6,Bubble Wrap,Apparel & Fashion,29.0,5,False,False,False,True,88,509,2.121,172.31,0.548,5.7
389,Bubble Wrap Variant 65-7,Bubble Wrap,Pharmaceuticals,1.6,3,True,True,True,True,48,246,3.517,145.07,0.312,1.0
390,HDPE Plastic Variant 66-1,HDPE Plastic,Electronics,25.8,5,True,False,False,False,18,-1,4.399,189.26,0.233,2.7
391,HDPE Plastic Variant 66-2,HDPE Plastic,Apparel & Fashion,5.8,2,True,False,False,True,21,-1,3.991,257.45,0.199,1.0
392,HDPE Plastic Variant 66-3,HDPE Plastic,Industrial Goods,34.3,4,True,False,False,False,27,-1,2.228,248.49,0.363,6.6
393,HDPE Plastic Variant 66-4,HDPE Plastic,Food & Beverages,33.9,1,True,True,False,False,13,-1,2.246,128.33,0.373,7.7
394,HDPE Plastic Variant 66-5,HDPE Plastic,Pharmaceuticals,30.4,5,True,True,True,False,11,-1,2.281,194.03,0.35,7.9
395,HDPE Plastic Variant 66-6,HDPE Plastic,Cosmetics & Beauty,39.3,5,True,True,False,False,54,-1,2.998,135.95,0.49,8.4
396,HDPE Plastic Variant 66-7,HDPE Plastic,Pharmaceuticals,48.9,3,True,False,False,False,28,-1,2.17,183.5,0.437,9.4
