Material_Type,Tensile_Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Moisture_Barrier_Grade,AI_Recommendation,Strength_to_Weight_Ratio,Strength_to_Weight_Ratio_Normalized,Environmental_Impact_Raw,Environmental_Impact_Score,CO2_Impact_Index_Raw,CO2_Impact_Index,Cost_Efficiency_Raw,Cost_Efficiency_Index,Durability_Score,Durability_Score_Normalized,Material_Suitability_Score
Bamboo Fiber,47.9,9.9,97.5,0.93,33.5,8,Highly Recommended,4.79,2.8595172413793106,85.485,71.44971874074804,0.970873786407767,18.059724687349192,13.218970736629666,3.0580626077637274,60.739999999999995,59.9277108433735,35.83656766625841
Bamboo Fiber,52.3,9.7,95.8,1.18,47.6,7,Highly Recommended,5.336734693877552,3.225263898662914,87.66999999999999,75.7623606039672,0.78125,14.203348778433023,14.768280123583937,3.4544152997451576,59.379999999999995,58.28915662650602,36.036328319589636
Bagasse (Sugarcane),31.2,5.4,98.9,1.29,57.8,6,Highly Recommended,5.672727272727273,3.4500313479623825,90.58500000000001,81.51583933682029,0.7194244604316546,12.946003769856901,28.96487985212569,7.086266088729272,42.72,38.216867469879524,35.18603921653433
Virgin Plastic (PP),81.6,1.7,1.9,5.1,27.7,10,Avoid,45.33333333333333,29.9816091954023,53.56,8.437777558472327,0.19230769230769235,2.226038493940769,17.309941520467834,4.104636840544451,88.96,93.92771084337349,20.996087805182032
Bagasse (Sugarcane),38.3,4.4,97.5,1.14,63.5,5,Highly Recommended,8.511111111111111,5.348812260536398,91.38000000000001,83.08496990032567,0.8064516129032259,14.71587357665027,36.507936507936506,9.015971566843247,42.98,38.53012048192771,36.722052975971714
Recycled Cardboard,29.3,5.6,97.7,1.26,95.7,3,Highly Recommended,5.140350877192983,3.0938898971566853,97.82,95.79591433928745,0.7352941176470588,13.268744734625102,34.47415329768271,8.495678165745742,29.58,22.385542168674696,37.422316433608536
Aluminum Foil,32.9,3.5,0.0,11.81,99.9,10,Avoid,9.138888888888888,5.768773946360152,64.075,29.191749728609494,0.08396305625524769,0.02263536478658741,28.461538461538463,6.957498576685009,59.739999999999995,58.722891566265055,19.539994604692268
Aluminum Foil,41.7,7.8,0.0,8.96,90.2,10,Avoid,5.278481012658228,3.186294194674815,63.56,28.17526892331985,0.11037527593818984,0.5597802537050569,11.549295774647888,2.6309173445336125,65.02,65.08433734939759,19.19998923120606
Bioplastic (PLA),57.5,4.9,83.7,1.61,53.8,9,Highly Recommended,11.5,7.348275862068965,85.06500000000001,70.62074410342447,0.5847953216374269,10.20805312917227,28.0040733197556,6.840467374292471,70.5,71.6867469879518,36.59416962257857
Mushroom Mycelium,24.0,7.0,100.0,0.24,100.0,4,Highly Recommended,3.3802816901408455,1.9164643030597381,99.88,99.86183756044605,2.9411764705882355,58.12973883740522,28.530670470756064,6.975184300521839,30.4,23.37349397590361,49.583693364281
Bagasse (Sugarcane),21.4,3.2,95.6,0.91,65.0,7,Highly Recommended,6.4848484848484835,3.993312434691745,91.225,82.77903878417052,0.9900990099009901,18.450707749797722,50.03115264797508,12.47555373066655,40.839999999999996,35.951807228915655,37.73360164664042
Mushroom Mycelium,15.8,6.5,100.0,0.15,100.0,6,Highly Recommended,2.393939393939394,1.2566353187042842,99.925,99.95065627158786,4.0,79.66301600673967,30.721966205837173,7.535773406119543,33.480000000000004,27.084337349397593,55.59641969866525
Mushroom Mycelium,13.9,3.2,100.0,0.12,100.0,4,Highly Recommended,4.212121212121212,2.4729362591431556,99.94,99.98026250863515,4.545454545454546,90.75591636669985,62.30529595015577,15.61559133745396,24.34,16.072289156626503,58.46431311116459
Edible Seaweed Film,6.4,2.5,100.0,0.59,5.5,3,Consider as Option,2.4615384615384617,1.3018567639257295,80.80499999999999,62.212572781999384,1.4492753623188408,27.78896987900321,42.031872509960166,10.429134698217108,15.84,5.831325301204818,28.701725715567335
Mushroom Mycelium,18.0,9.2,100.0,0.17,100.0,6,Highly Recommended,1.9354838709677422,0.9499443826473863,99.91499999999999,99.930918780223,3.7037037037037033,73.63724297169956,21.71552660152009,5.231697401418615,34.8,28.67469879518072,53.83112511481736
Bioplastic (PLA),55.8,8.0,85.6,2.46,48.5,8,Consider as Option,6.888888888888889,4.26360153256705,84.15,68.81476364354091,0.390625,6.259214406065711,16.741573033707866,3.9592337456806264,65.47999999999999,65.63855421686746,33.27322272950165
Mushroom Mycelium,16.9,2.3,100.0,0.31,100.0,4,Highly Recommended,7.041666666666666,4.365804597701149,99.845,99.79275634066909,2.4390243902439024,47.91748001726015,86.5800865800866,21.825699334264712,26.14,18.24096385542169,49.45506181145207
Mushroom Mycelium,23.2,7.9,100.0,0.27,100.0,5,Highly Recommended,2.9,1.5951724137931036,99.86500000000001,99.8322313233988,2.7027027027027026,53.279901637104665,25.284450063211125,6.144718669751432,33.92,27.6144578313253,48.8002744563242
Virgin Plastic (PP),77.5,4.6,3.4,5.79,27.1,10,Avoid,16.489361702127663,10.685986793837127,53.545,8.40817132142504,0.16977928692699493,1.7678786743198462,6.616052060737528,1.3688683034103934,86.5,90.96385542168676,17.95137171832628
Edible Seaweed Film,9.1,4.9,100.0,0.22,10.0,4,Consider as Option,1.8199999999999998,0.8726896551724138,81.89,64.35409059508537,3.125,61.86815501263689,22.40325865580448,5.407636728561918,21.46,12.602409638554215,37.83242368869759
Recycled Cardboard,15.3,6.2,96.7,1.02,99.7,5,Highly Recommended,2.428571428571429,1.279802955665025,98.44,97.01963880390801,0.8928571428571428,16.473101456252255,31.626409017713367,7.7671528492758934,29.18,21.903614457831324,38.19112003933185
Bagasse (Sugarcane),20.8,1.7,98.3,1.09,64.0,7,Highly Recommended,11.555555555555555,7.3854406130268195,91.74499999999999,83.80538833514257,0.8403361344537814,15.404982549043202,94.9122807017544,23.957286219391065,40.480000000000004,35.518072289156635,39.85057428635796
Edible Seaweed Film,13.4,4.7,100.0,0.32,0.1,4,Consider as Option,2.791666666666667,1.5227011494252878,79.86,60.3473798480213,2.380952380952381,46.73647049384201,21.252653927813164,5.113282815014385,24.04,15.710843373493974,33.3198847618364
Recycled Cardboard,26.0,6.1,99.1,1.4,88.0,3,Highly Recommended,4.193548387096775,2.46051167964405,96.63,93.4471528668706,0.6666666666666666,11.87306936253861,30.621931260229136,7.5101819262525655,27.6,20.000000000000004,35.75050075391075
Bagasse (Sugarcane),25.0,7.9,97.8,1.12,63.2,6,Highly Recommended,3.125,1.7456896551724137,91.42,83.16391986578506,0.8196721311475409,14.98473904456751,20.353982300884955,4.883379787549645,39.0,33.734939759036145,34.90684660775998
Recycled Cardboard,29.8,7.8,96.1,0.97,99.9,3,Highly Recommended,3.7721518987341778,2.178611959842864,98.325,96.79265765321227,0.9345794392523364,17.321607130203372,25.096030729833547,6.096516218624249,29.88,22.746987951807228,38.21741171099474
Bagasse (Sugarcane),32.6,4.2,100.0,1.34,56.5,7,Highly Recommended,7.58139534883721,4.726864474739376,90.63,81.60465804796209,0.6944444444444443,12.437985584573616,37.173396674584325,9.18621317944703,47.56,44.04819277108435,36.50805180955803
Bagasse (Sugarcane),24.2,1.4,96.4,1.04,58.7,7,Highly Recommended,16.133333333333333,10.447816091954023,90.14000000000001,80.63752097108458,0.8771929824561403,16.154539676909206,110.00000000000003,27.817108027787775,42.519999999999996,37.97590361445783,40.534479967474304
Mushroom Mycelium,21.3,2.5,100.0,0.28,100.0,4,Highly Recommended,8.192307692307692,5.135543766578249,99.86,99.82236257771635,2.6315789473684212,51.83345896333083,79.6812749003984,20.060808084175065,28.78,21.42168674698795,50.64404251968864
Bagasse (Sugarcane),23.0,9.7,98.5,1.24,66.0,6,Highly Recommended,2.3469387755102042,1.2251935256861368,92.13000000000001,84.56528175268924,0.7462686567164178,13.491933760012067,16.941297631307933,4.010328370537522,37.8,32.28915662650602,34.51052648646181
Mushroom Mycelium,14.1,6.5,100.0,0.23,100.0,4,Highly Recommended,2.1363636363636362,1.0843260188087775,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,30.721966205837173,7.535773406119543,24.46,16.216867469879517,48.995205359350095
Edible Seaweed Film,11.2,6.7,100.0,0.25,2.9,2,Consider as Option,1.6470588235294117,0.7569979716024342,80.455,61.52176058422973,2.857142857142857,56.42074858587074,15.335320417287631,3.5994786090905064,14.719999999999999,4.481927710843372,34.02959999734144
Bamboo Fiber,41.2,1.2,96.8,0.56,37.3,8,Highly Recommended,31.692307692307693,20.856233421750662,86.21999999999998,72.90042435606429,1.5151515151515151,29.12869214469888,110.82644628099173,28.02853397731555,56.72,55.08433734939759,45.10628108304182
Edible Seaweed Film,8.8,1.9,100.0,0.46,5.0,3,Consider as Option,4.4,2.5986206896551725,80.77000000000001,62.14349156222245,1.7857142857142856,34.63112287880611,54.9738219895288,13.740014086741784,17.28,7.566265060240965,31.44363283371828
Virgin Plastic (PP),62.6,8.9,3.5,4.82,25.5,10,Avoid,6.955555555555556,4.308199233716476,53.74,8.793052403039582,0.2032520325203252,2.448613365661879,3.254769921436588,0.5089669592120898,77.56,80.19277108433735,15.811598040192012
Mushroom Mycelium,14.0,6.4,100.0,0.32,100.0,6,Highly Recommended,2.1538461538461537,1.096021220159151,99.84,99.78288759498668,2.380952380952381,46.73647049384201,31.201248049921997,7.658385875081788,32.4,25.78313253012048,47.12773307850684
Virgin Plastic (PP),65.2,1.1,4.3,4.71,22.2,10,Avoid,54.33333333333333,36.00229885057471,53.375,8.072633968222643,0.2079002079002079,2.54314323396042,23.873873873873872,5.783857453395018,79.12,82.07228915662652,20.125420748187352
Mushroom Mycelium,16.7,2.9,100.0,0.27,100.0,5,Highly Recommended,5.566666666666666,3.3790804597701145,99.86500000000001,99.8322313233988,2.7027027027027026,53.279901637104665,68.72852233676977,17.258815790218318,30.02,22.91566265060241,50.49666540790684
Bamboo Fiber,46.8,7.2,99.8,0.77,31.5,7,Highly Recommended,6.410958904109589,3.943882853094001,85.855,72.1800059212474,1.1494252873563218,21.690923704112556,18.210818307905686,4.335104004076272,56.08,54.31325301204819,36.48512974033424
Aluminum Foil,23.6,0.9,0.0,11.97,93.4,10,Avoid,23.6,15.442758620689656,62.69500000000001,26.467975920260535,0.08285004142502071,0.0,102.63736263736264,25.93355838732431,54.16,52.0,22.471380315611988
Bioplastic (PLA),56.5,5.3,86.6,1.51,44.7,8,Highly Recommended,10.462962962962964,6.654533844189017,84.16499999999999,68.84436988058815,0.6211180124223602,10.9467471102576,24.726930320150664,6.002090959072408,65.9,66.14457831325302,35.17755606496218
Mushroom Mycelium,17.6,2.1,100.0,0.18,100.0,6,Highly Recommended,8.0,5.006896551724138,99.91,99.9210500345406,3.571428571428571,70.94716572391381,94.7867298578199,23.9251671246557,34.56,28.385542168674704,57.25666084674539
Edible Seaweed Film,11.0,8.5,100.0,0.43,5.3,4,Consider as Option,1.2790697674418605,0.5108259823576584,80.845,62.29152274745879,1.8867924528301885,36.68674794551032,12.37367802585194,2.8418152628175615,22.6,13.975903614457833,30.57497500358317
Mushroom Mycelium,16.0,5.5,100.0,0.15,100.0,6,Highly Recommended,2.857142857142857,1.5665024630541873,99.925,99.95065627158786,4.0,79.66301600673967,36.29764065335753,8.962172545952546,33.6,27.22891566265061,55.93437298805479
Virgin Plastic (PP),75.0,6.9,0.2,3.83,24.8,10,Avoid,10.714285714285714,6.822660098522166,53.105000000000004,7.53972170137176,0.2544529262086514,3.489885121041992,3.61794500723589,0.6018763704176315,85.0,89.15662650602411,17.310523050511385
Bagasse (Sugarcane),30.1,2.6,99.4,0.93,53.3,5,Highly Recommended,11.148148148148149,7.112899106002554,90.01499999999999,80.39080232902394,0.970873786407767,18.059724687349192,58.50574712643678,14.643570243877285,38.06,32.60240963855422,37.16253727570333
Virgin Plastic (PP),70.4,9.2,0.8,5.48,20.5,10,Avoid,7.569892473118281,4.7191694475342985,51.6,4.569229250962192,0.17921146953405018,1.959700821021037,2.3127035830618894,0.2679624623801593,82.24000000000001,85.83132530120484,15.260902212954104
Edible Seaweed Film,11.2,9.4,100.0,0.57,0.8,3,Consider as Option,1.1789473684210525,0.4438475499092558,79.875,60.37698608506859,1.492537313432836,28.66878748632574,10.712008501594049,2.416717993886759,18.72,9.301204819277107,27.203201773761855
Bioplastic (PLA),62.0,2.9,90.5,2.09,55.7,9,Highly Recommended,20.666666666666668,13.480459770114944,87.24499999999999,74.92351722096117,0.4566210045662101,7.601374094547861,50.24054982817869,12.529122847826669,73.19999999999999,74.93975903614457,39.47223309192383
Edible Seaweed Film,8.8,9.3,100.0,0.33,9.2,4,Consider as Option,0.9361702127659575,0.2814380044020543,81.67500000000001,63.92973453074116,2.325581395348837,45.61039164593169,11.729323308270676,2.6769729601407977,21.28,12.385542168674698,33.00288798847483
Aluminum Foil,41.4,0.5,0.0,11.21,95.2,10,Avoid,69.0,45.813793103448276,63.435,27.928550281259245,0.08841732979664013,0.11322185449948834,186.66666666666666,47.430388612315205,64.84,64.86746987951808,32.20444806273823
Recycled Cardboard,18.4,5.2,98.1,1.47,88.7,5,Highly Recommended,3.471698113207547,1.9776187378009107,96.435,93.06227178525607,0.6369426751592356,11.26857302303618,35.854126679462574,8.84871040665045,31.04,24.14457831325301,36.325015493433995
Recycled Cardboard,15.4,6.6,90.6,1.23,86.5,4,Highly Recommended,2.2985074626865676,1.1927946474523936,93.865,87.98973650449027,0.7518796992481203,13.606045442164802,26.792738275340394,6.530577103318734,25.240000000000002,17.1566265060241,33.797321173200885
Bioplastic (PLA),63.2,4.3,91.6,1.56,52.4,8,Highly Recommended,14.363636363636367,9.26394984326019,87.17999999999999,74.79522352708969,0.6024096385542168,10.566275210361239,33.41067285382831,8.223612856943905,69.92,70.98795180722892,38.29944618751635
Bioplastic (PLA),74.5,2.1,91.7,2.3,54.0,8,Highly Recommended,33.86363636363636,22.30877742946708,87.16,74.75574854436,0.4166666666666667,6.788823364223531,69.0521327014218,17.34160354085286,76.69999999999999,79.15662650602408,41.69662283138478
Recycled Cardboard,22.6,1.5,95.2,1.36,84.2,5,Highly Recommended,14.125,9.104310344827587,94.72,89.67729201618472,0.684931506849315,12.244521124972588,118.80794701986756,30.070404587887523,33.56,27.180722891566266,40.96593827189377
Virgin Plastic (PP),63.0,8.1,1.3,3.54,23.4,10,Avoid,7.682926829268293,4.794785534062237,53.3,7.924602782986279,0.2747252747252747,3.9021635483303543,3.0456226880394577,0.455461784793452,77.8,80.48192771084338,15.995781788969893
Bioplastic (PLA),50.2,1.5,91.3,1.83,53.5,8,Highly Recommended,31.375,20.64396551724138,87.175,74.78535478140726,0.5181347150259067,8.852377439532761,95.89403973509934,24.20844511574831,62.120000000000005,61.590361445783145,40.79334058604664
Bagasse (Sugarcane),37.4,8.9,98.6,1.19,53.2,6,Highly Recommended,4.155555555555555,2.435095785440613,89.625,79.62104016579492,0.7751937984496123,14.08018390444283,17.037037037037038,4.034820942201359,46.44,42.69879518072289,34.86165106994195
Recycled Cardboard,15.0,6.3,96.8,1.29,90.5,4,Highly Recommended,2.34375,1.2230603448275863,96.495,93.18069673344517,0.7194244604316546,12.946003769856901,29.683042789223457,7.269990408608057,25.0,16.867469879518072,35.297134560629864
Virgin Plastic (PP),89.4,5.9,2.8,4.94,22.9,10,Avoid,14.9,9.622758620689655,52.95,7.233790585216626,0.1984126984126984,2.350195905377034,4.3485617597292725,0.788786692588183,93.64,99.56626506024097,18.812659111531993
Bamboo Fiber,41.5,5.2,95.5,1.11,35.8,8,Highly Recommended,7.830188679245284,4.893298633702018,85.255,70.99575643935654,0.8264462809917354,15.122504821516841,25.20153550863724,6.123507020750578,56.9,55.30120481927712,35.08856512759805
Bagasse (Sugarcane),31.8,5.1,96.4,1.0,54.4,5,Highly Recommended,6.115384615384617,3.746153846153847,89.3,78.97957169643736,0.9090909090909091,16.803247300298686,29.510763209393353,7.225916916370766,39.08,33.83132530120482,34.789180897076136
Recycled Cardboard,29.3,5.7,98.8,1.02,83.4,5,Highly Recommended,5.051724137931035,3.0346016646848994,95.81,91.82867857495312,0.8928571428571428,16.473101456252255,31.90893169877408,7.839429326864633,37.58,32.024096385542165,38.34183942622174
Mushroom Mycelium,22.2,9.6,100.0,0.29,100.0,4,Highly Recommended,2.2886597938144333,1.1862068965517245,99.85499999999999,99.81249383203392,2.564102564102564,50.46119283692998,20.81165452653486,5.00046396725508,29.32,22.07228915662651,46.988603215442836
Bamboo Fiber,57.6,5.3,96.3,0.73,33.4,8,Highly Recommended,10.666666666666668,6.79080459770115,85.20499999999998,70.89706898253228,1.2048192771084338,22.817470387024088,24.425612052730695,5.925006093105215,66.56,66.93975903614458,38.878533825328546
Bioplastic (PLA),65.2,9.0,84.1,1.85,47.9,8,Consider as Option,7.164835164835165,4.448200075786283,83.885,68.29172012237245,0.5128205128205128,8.744302594344717,14.6503884572697,3.4242556171799583,71.12,72.43373493975905,34.66832305727639
Bamboo Fiber,58.1,7.0,97.7,1.01,46.7,7,Highly Recommended,8.183098591549296,5.129383195726081,88.145,76.69989144379747,0.9009009009009008,16.63668723483382,20.59914407988588,4.946098397464606,62.86,62.48192771084338,38.04358639753973
Bioplastic (PLA),69.8,3.9,90.8,2.31,58.3,9,Highly Recommended,17.45,11.328620689655173,87.74499999999999,75.91039178920356,0.41493775933609955,6.753662603515958,38.13299232736573,9.43170212013,77.88,80.57831325301204,39.567482668583374
Bagasse (Sugarcane),32.4,4.3,95.6,0.99,59.8,6,Highly Recommended,7.363636363636364,4.581191222570533,90.14500000000001,80.64738971676701,0.9174311926605504,16.972863513753737,36.05568445475638,8.900274004922155,43.44,39.08433734939759,36.53825731911966
Edible Seaweed Film,7.0,4.0,100.0,0.28,4.5,2,Consider as Option,1.707317073170732,0.7973086627418,80.76,62.12375407085759,2.6315789473684212,51.83345896333083,26.05985037406484,6.343085763604958,12.2,1.4457831325301207,33.160706450964675
Recycled Cardboard,26.7,7.7,92.5,1.35,97.9,4,Highly Recommended,3.423076923076923,1.9450928381962864,96.655,93.49649659528274,0.689655172413793,12.340586235946894,24.69520103761349,5.993973802709617,32.019999999999996,25.325301204819272,36.32619476265599
Mushroom Mycelium,20.7,2.4,100.0,0.35,100.0,5,Highly Recommended,8.28,5.194206896551724,99.825,99.7532813579394,2.2222222222222223,43.50837779649911,82.98755186721992,20.906637708180682,32.42,25.807228915662648,49.374911425147296
Recycled Cardboard,33.0,9.4,96.8,1.3,89.0,4,Highly Recommended,3.473684210526316,1.9789473684210528,96.19,92.57870324681731,0.7142857142857142,12.841497171741482,19.744952178533477,4.727574413539533,35.8,29.87951807228916,36.60932259737395
Bagasse (Sugarcane),22.6,6.1,95.7,1.17,50.9,7,Highly Recommended,3.6451612903225814,2.093659621802003,88.305,77.01569130563506,0.7874015748031495,14.328453256738019,23.993453355155484,5.814448921897563,41.56,36.819277108433745,33.5819680186998
Bagasse (Sugarcane),23.3,0.7,98.8,0.96,66.7,6,Highly Recommended,29.125000000000004,19.13879310344828,92.5,85.29556893318859,0.9433962264150942,17.500913989604356,233.09859154929578,59.30885431843747,37.980000000000004,32.506024096385545,48.615452965847815
Virgin Plastic (PP),78.4,1.1,1.6,3.94,19.2,10,Avoid,65.33333333333333,43.36091954022988,52.349999999999994,6.049541103325762,0.24752475247524752,3.3489869627232305,18.73873873873874,4.470159458896706,87.03999999999999,91.6144578313253,21.62440159217966
Bioplastic (PLA),51.4,3.3,90.8,1.75,46.2,8,Highly Recommended,15.117647058823529,9.768356997971601,85.60499999999999,71.68656863712619,0.5405405405405405,9.308044354379652,41.38972809667674,10.264857847519092,62.839999999999996,62.45783132530121,36.23146364782893
Bamboo Fiber,42.1,1.2,97.6,0.59,43.6,6,Highly Recommended,32.38461538461539,21.319363395225466,87.705,75.8314418237442,1.4492753623188408,27.78896987900321,116.69421487603306,29.52965821896282,49.260000000000005,46.09638554216868,44.64900083151447
Edible Seaweed Film,12.7,3.9,100.0,0.21,0.4,4,Consider as Option,3.175,1.7791379310344826,79.97500000000001,60.57436099871707,3.2258064516129035,63.91825420550589,25.677749360613813,6.24533461940782,23.619999999999997,15.204819277108431,37.859575459542874
Mushroom Mycelium,19.1,3.9,100.0,0.36,100.0,4,Highly Recommended,4.775,2.8494827586206903,99.82,99.74341261225696,2.173913043478261,42.52591480165562,51.150895140664964,12.762012300556266,27.46,19.83132530120482,46.366552015245034
Mushroom Mycelium,21.8,7.5,100.0,0.27,100.0,6,Highly Recommended,2.868421052631579,1.5740471869328496,99.86500000000001,99.8322313233988,2.7027027027027026,53.279901637104665,26.63115845539281,6.4892408814218285,37.08,31.42168674698795,49.438150713321654
Virgin Plastic (PP),60.0,2.1,0.5,5.55,23.9,10,Avoid,27.27272727272727,17.899686520376175,52.155,5.664660021711243,0.1769911504424779,1.9145462271958014,11.563981042654028,2.6346742090796567,76.0,78.31325301204821,16.241926008973103
Recycled Cardboard,15.2,2.5,90.5,1.21,96.9,3,Highly Recommended,5.846153846153846,3.5660477453580897,95.92500000000001,92.05565972564888,0.7633587786259541,13.839495295729176,74.66135458167332,18.77658496604734,21.119999999999997,12.192771084337348,37.01740917202284
Recycled Cardboard,33.0,8.5,91.9,1.38,98.1,4,Highly Recommended,3.8372093023255816,2.2221331194867684,96.5,93.19056547912759,0.6756756756756757,12.056285434549965,22.326674500587544,5.388044556501934,35.8,29.87951807228916,36.7529909364682
Aluminum Foil,29.7,1.2,0.0,10.87,91.7,10,Avoid,22.846153846153843,14.938461538461537,62.905,26.882463238922337,0.0911577028258888,0.16895277693088073,75.78512396694215,19.064073717337507,57.82,56.40963855421687,21.875083846355604
Recycled Cardboard,28.6,6.9,92.7,1.21,83.2,3,Highly Recommended,4.085714285714286,2.388374384236454,93.845,87.95026152176058,0.7633587786259541,13.839495295729176,25.455861070911723,6.188569959177193,29.16,21.87951807228916,34.603431421562924
Edible Seaweed Film,14.1,7.8,100.0,0.33,9.9,4,Consider as Option,1.7848101265822787,0.8491488432998693,81.81500000000001,64.20605940984902,2.325581395348837,45.61039164593169,14.071702944942382,3.2762131651346103,24.46,16.216867469879517,33.83710337227647
Edible Seaweed Film,13.8,9.4,100.0,0.48,8.5,4,Consider as Option,1.4526315789473685,0.6269328493647913,81.46,63.5053784663969,1.7241379310344829,33.37884553931964,11.53028692879915,2.626054398961186,24.28,16.0,30.384229089477692
Bagasse (Sugarcane),23.3,7.8,98.0,0.94,60.7,6,Highly Recommended,2.949367088607595,1.6281972937581843,91.07000000000001,82.47310766801542,0.9615384615384615,17.86987233491024,20.320102432778487,4.874712456775659,37.980000000000004,32.506024096385545,35.22306621932097
Mushroom Mycelium,17.7,1.5,100.0,0.13,100.0,6,Highly Recommended,11.062499999999998,7.0556034482758605,99.935,99.97039376295271,4.3478260869565215,86.73674956961283,132.4503311258278,33.56047294413225,34.62,28.457831325301207,63.36163515373824
Mushroom Mycelium,11.0,7.2,100.0,0.2,100.0,5,Highly Recommended,1.5068493150684932,0.6632026452527162,99.9,99.90131254317576,3.333333333333333,66.10502667789946,27.739251040221916,6.772719108985579,26.6,18.795180722891565,50.73679162718372
Bagasse (Sugarcane),25.4,5.0,99.7,1.28,53.5,7,Highly Recommended,4.980392156862745,2.9868830290736987,89.97,80.30198361788217,0.7246376811594202,13.052024956350802,30.57884231536926,7.499158679744375,43.239999999999995,38.843373493975896,34.978627387404984
Mushroom Mycelium,18.4,9.9,100.0,0.23,100.0,5,Highly Recommended,1.8399999999999999,0.8860689655172412,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,20.181634712411704,4.83928889697409,31.04,24.14457831325301,49.62523937869788
Aluminum Foil,30.8,4.9,0.0,9.28,98.6,10,Avoid,6.16,3.7760000000000002,65.08,31.17536761077666,0.10660980810234542,0.4832019946003525,20.081466395112013,4.813663297240888,58.480000000000004,57.20481927710844,19.39446633289753
Virgin Plastic (PP),72.9,8.3,1.4,5.86,16.6,10,Avoid,8.678571428571429,5.4608374384236456,50.81,3.009967433139238,0.16778523489932887,1.727325670151473,2.166064981949458,0.23044858375223704,83.74000000000001,87.63855421686749,15.072778240602576
Virgin Plastic (PP),60.0,5.1,3.5,3.58,24.4,10,Avoid,11.53846153846154,7.374005305039788,54.14,9.582552057633475,0.2717391304347826,3.8414343796930512,5.459882583170255,1.0730907855826533,76.0,78.31325301204821,16.534130851641045
Aluminum Foil,24.3,1.6,0.0,8.9,99.7,10,Avoid,14.294117647058822,9.217444219066936,65.49,31.984604756735415,0.1111111111111111,0.5747449218384347,61.92546583850932,15.518421147616904,54.58,52.50602409638555,21.640399923368143
Virgin Plastic (PP),61.3,6.0,2.7,4.85,29.8,10,Avoid,10.049180327868852,6.377727529677784,54.345000000000006,9.987170630612852,0.20202020202020204,2.4235616484984646,5.407653910149751,1.0597293644716708,76.78,79.25301204819279,16.3397120343995
Bagasse (Sugarcane),30.0,3.8,99.7,1.37,66.6,7,Highly Recommended,7.6923076923076925,4.80106100795756,92.54499999999999,85.38438764433036,0.6802721088435373,12.149763022310859,43.6482939632546,10.842656361342936,46.0,42.168674698795186,37.626695626760444
Bagasse (Sugarcane),27.7,2.0,96.8,1.34,52.1,7,Highly Recommended,13.19047619047619,8.479146141215105,88.79,77.97295963683015,0.6944444444444443,12.437985584573616,74.07960199004977,18.627757877217487,44.62,40.50602409638554,37.15075409121529
Mushroom Mycelium,12.9,9.8,100.0,0.16,100.0,6,Highly Recommended,1.303030303030303,0.5268547544409613,99.92,99.94078752590545,3.846153846153846,76.53424923854577,20.38735983690112,4.891918609016234,31.740000000000002,24.987951807228917,53.89506053573976
Edible Seaweed Film,11.2,6.0,100.0,0.45,8.8,3,Consider as Option,1.8360655737704918,0.8834369700395704,81.53500000000001,63.65340965163328,1.8181818181818181,35.29141456689898,18.10316139767055,4.307562632067946,18.72,9.301204819277107,30.26391348352384
Mushroom Mycelium,15.7,2.3,100.0,0.13,100.0,6,Highly Recommended,6.541666666666667,4.03132183908046,99.935,99.97039376295271,4.3478260869565215,86.73674956961283,86.5800865800866,21.825699334264712,33.42,27.012048192771086,60.495384800965674
Bamboo Fiber,51.4,8.1,95.0,0.64,45.5,6,Highly Recommended,6.2682926829268295,3.848444070647603,87.28,74.99259844073818,1.3513513513513513,25.797490835401533,17.324290998766955,4.108307801554742,54.839999999999996,52.81927710843374,38.0765497747126
Aluminum Foil,20.9,1.8,0.0,9.23,91.6,10,Avoid,10.999999999999998,7.013793103448274,63.705,28.461462548110127,0.10718113612004287,0.49482108335116676,50.60773480662983,12.623058091419527,52.54,50.048192771084345,19.39536387956221
Bioplastic (PLA),74.8,9.1,91.4,2.49,47.6,8,Consider as Option,8.130434782608695,5.094152923538231,85.69500000000001,71.86420605940987,0.38610038610038605,6.167197405613579,15.257958287596049,3.5796874114001898,76.88,79.37349397590361,36.23243804024575
Virgin Plastic (PP),61.7,9.9,1.0,3.7,24.4,10,Avoid,6.17,3.7826896551724136,53.33,7.983815257080806,0.2631578947368421,3.6669179266616405,2.5630676084762865,0.3320119390591723,77.02000000000001,79.54216867469881,15.68787071332355
Virgin Plastic (PP),86.7,8.1,2.9,4.05,12.6,10,Avoid,10.573170731707318,6.728259041211102,51.365,4.105398203888289,0.24096385542168677,3.215558104363537,1.9112207151664613,0.16525294753780553,92.02000000000001,97.61445783132532,17.383554155584843
Edible Seaweed Film,12.4,6.2,100.0,0.26,6.2,2,Consider as Option,1.9682539682539684,0.9718664477285168,81.11,62.814566268627246,2.7777777777777777,54.806702237199275,17.10144927536232,4.051299228766809,15.44,5.349397590361446,34.255901568968426
Recycled Cardboard,28.2,2.9,92.7,1.46,81.7,4,Highly Recommended,9.4,5.94344827586207,93.42,87.11141813875456,0.641025641025641,11.351608234506294,59.93127147766324,15.008255579712253,32.92,26.409638554216876,36.52876922691413
