product_id,product_category_name,product_weight_kg,product_volume_inch,length_inch,width_inch,height_inch,final_category
P004719,Packaged Snack Box,3.86,118.06,6.39,5.65,3.27,Food & Beverages
P004720,Folded Apparel,0.31,403.76,17.53,8.11,2.84,Apparel & Fashion
P004721,Packaged Snack Box,1.86,436.27,6.56,8.15,8.16,Food & Beverages
P004722,Medicine Box,0.87,47.1,4.73,4.81,2.07,Pharmaceuticals
P004723,Consumer Electronic Device,5.38,3922.18,13.63,25.11,11.46,Electronics
P004724,Cosmetic Kit,0.32,372.3,7.63,9.72,5.02,Cosmetics & Beauty
P004725,Medicine Box,0.77,178.85,7.88,5.88,3.86,Pharmaceuticals
P004726,Cosmetic Kit,0.14,94.45,3.42,5.79,4.77,Cosmetics & Beauty
P004727,Home Utility Item,3.17,8839.32,19.51,20.51,22.09,Home & Living
P004728,Cosmetic Kit,2.25,132.43,7.83,3.41,4.96,Cosmetics & Beauty
P004729,Toy Action Figure,1.02,78.71,8.22,7.2,1.33,Toys
P004730,Cosmetic Kit,0.19,70.48,4.75,4.51,3.29,Cosmetics & Beauty
P004731,Industrial Equipment Part,43.8,32443.59,48.03,18.9,35.74,Industrial Goods
P004732,Consumer Electronic Device,21.05,1827.32,14.44,11.38,11.12,Electronics
P004733,Consumer Electronic Device,20.99,10223.3,27.66,26.9,13.74,Electronics
P004734,Industrial Equipment Part,79.92,37123.1,57.06,38.68,16.82,Industrial Goods
P004735,Cosmetic Kit,1.32,152.29,7.34,3.8,5.46,Cosmetics & Beauty
P004736,Folded Apparel,1.83,458.62,13.19,7.32,4.75,Apparel & Fashion
P004737,Industrial Equipment Part,67.45,23063.03,44.36,14.6,35.61,Industrial Goods
P004738,Consumer Electronic Device,17.43,782.79,47.78,16.89,0.97,Electronics
P004739,Medicine Box,0.81,35.29,4.82,3.24,2.26,Pharmaceuticals
P004740,Medicine Box,0.52,51.5,7.72,3.06,2.18,Pharmaceuticals
P004741,Consumer Electronic Device,8.76,287.39,4.81,8.38,7.13,Electronics
P004742,Medicine Box,0.34,25.9,5,2.49,2.08,Pharmaceuticals
P004743,Packaged Snack Box,1.98,592.87,11.49,6.15,8.39,Food & Beverages
P004744,Industrial Equipment Part,30.96,2790.42,12.09,19.71,11.71,Industrial Goods
P004745,Packaged Snack Box,2.06,161.83,8.14,7.05,2.82,Food & Beverages
P004746,Cosmetic Kit,0.58,164.55,9.14,3.53,5.1,Cosmetics & Beauty
P004747,Personal Care Product,0.77,187.46,6.06,6.15,5.03,Personal Care
P004748,Consumer Electronic Device,12.76,2473.94,37.85,16.02,4.08,Electronics
P004749,Medicine Box,0.24,107.04,5.26,5.95,3.42,Pharmaceuticals
P004750,Personal Care Product,1.38,169.36,5.53,4.69,6.53,Personal Care
P004751,Toy Action Figure,0.23,128.8,3.08,7.95,5.26,Toys
P004752,Consumer Electronic Device,24.22,3458.23,10.15,23.71,14.37,Electronics
P004753,Folded Apparel,2.96,729.75,14.87,11.52,4.26,Apparel & Fashion
P004754,Cosmetic Kit,2.01,200.32,5.73,6.71,5.21,Cosmetics & Beauty
P004755,Medicine Box,0.08,25.36,3.11,5.16,1.58,Pharmaceuticals
P004756,Home Utility Item,2.71,3813.77,29.22,27.77,4.7,Home & Living
P004757,Home Utility Item,15.2,18294.69,33.32,24.98,21.98,Home & Living
P004758,Cosmetic Kit,0.89,115.77,4.93,6.69,3.51,Cosmetics & Beauty
P004759,Toy Action Figure,1.4,71.67,3.14,4.52,5.05,Toys
P004760,Personal Care Product,1.23,334.69,10.89,3.62,8.49,Personal Care
P004761,Folded Apparel,1.45,408.49,10.85,11.99,3.14,Apparel & Fashion
P004762,Packaged Snack Box,3.54,803.16,13.81,10.01,5.81,Food & Beverages
P004763,Home Utility Item,19.36,2153.56,10.43,14.23,14.51,Home & Living
P004764,Home Utility Item,18.65,23073.01,38.87,23.82,24.92,Home & Living
P004765,Medicine Box,0.79,35.47,4.02,3.22,2.74,Pharmaceuticals
P004766,Consumer Electronic Device,17.85,3606.88,14.01,20.88,12.33,Electronics
P004767,Home Utility Item,14.51,6100.22,15.47,23.57,16.73,Home & Living
P004768,Toy Action Figure,1.42,29.96,3.81,2.08,3.78,Toys
P004769,Folded Apparel,0.48,378.54,14.36,8.7,3.03,Apparel & Fashion
P004770,Toy Action Figure,1.42,379.17,10.71,7.24,4.89,Toys
P004771,Industrial Equipment Part,14.72,27068.07,21.22,36.75,34.71,Industrial Goods
P004772,Personal Care Product,1.79,537.14,9.42,6.87,8.3,Personal Care
P004773,Cosmetic Kit,2.17,337.88,6.38,7.72,6.86,Cosmetics & Beauty
P004774,Industrial Equipment Part,33.75,7152.09,12.73,15.16,37.06,Industrial Goods
P004775,Home Utility Item,2.37,4912.42,15.31,16.95,18.93,Home & Living
P004776,Personal Care Product,1.97,218.92,7.66,3.65,7.83,Personal Care
P004777,Toy Action Figure,0.2,184.92,9.08,5.13,3.97,Toys
P004778,Medicine Box,0.16,65.37,6.64,2.48,3.97,Pharmaceuticals
P004779,Home Utility Item,19.37,3949.83,14.77,15.16,17.64,Home & Living
P004780,Toy Action Figure,0.34,232.73,9.82,4.74,5,Toys
P004781,Medicine Box,0.54,66.25,4.06,4.93,3.31,Pharmaceuticals
P004782,Consumer Electronic Device,24.27,4388.04,14.34,30,10.2,Electronics
P004783,Toy Action Figure,0.99,102.35,3.51,5.36,5.44,Toys
P004784,Cosmetic Kit,2.28,117.83,4.21,9.52,2.94,Cosmetics & Beauty
P004785,Consumer Electronic Device,15.44,3576.59,22.09,18.01,8.99,Electronics
P004786,Toy Action Figure,1.28,110.32,4.34,4.58,5.55,Toys
P004787,Personal Care Product,1.67,187.95,7.13,5.05,5.22,Personal Care
P004788,Packaged Snack Box,3.48,98.91,11.69,4.01,2.11,Food & Beverages
P004789,Toy Action Figure,0.13,355.24,10.49,6.5,5.21,Toys
P004790,Cosmetic Kit,1.59,279.7,6.41,8.44,5.17,Cosmetics & Beauty
P004791,Cosmetic Kit,2.28,189.61,4.15,6.49,7.04,Cosmetics & Beauty
P004792,Folded Apparel,2.83,611.65,13.05,10.75,4.36,Apparel & Fashion
P004793,Folded Apparel,0.87,982.37,13.41,12.92,5.67,Apparel & Fashion
P004794,Personal Care Product,1.74,81.32,3.53,5.37,4.29,Personal Care
P004795,Home Utility Item,7.53,2143,16.77,9.2,13.89,Home & Living
P004796,Packaged Snack Box,2.34,570.57,11.73,8.08,6.02,Food & Beverages
P004797,Medicine Box,0.82,65.49,5.38,3.4,3.58,Pharmaceuticals
P004798,Folded Apparel,0.91,140.11,11.34,7.06,1.75,Apparel & Fashion
P004799,Home Utility Item,2.94,4124.89,26.79,29.44,5.23,Home & Living
P004800,Folded Apparel,1.88,446.01,11.45,13.62,2.86,Apparel & Fashion
P004801,Toy Action Figure,1.49,62.63,8.51,6.29,1.17,Toys
P004802,Toy Action Figure,0.82,46.08,9.59,3.36,1.43,Toys
P004803,Consumer Electronic Device,3.23,1547.57,15.77,13.19,7.44,Electronics
P004804,Medicine Box,0.11,115.5,6.8,4.3,3.95,Pharmaceuticals
P004805,Cosmetic Kit,2.8,244.42,5.8,9.47,4.45,Cosmetics & Beauty
P004806,Medicine Box,0.19,26.26,5.17,2.87,1.77,Pharmaceuticals
P004807,Home Utility Item,9.57,4890.22,11.42,28.72,14.91,Home & Living
P004808,Medicine Box,0.25,56.72,6.37,2.74,3.25,Pharmaceuticals
P004809,Cosmetic Kit,2.23,483.26,8.67,8.02,6.95,Cosmetics & Beauty
P004810,Industrial Equipment Part,20.83,23639.12,43.42,19.74,27.58,Industrial Goods
P004811,Cosmetic Kit,0.78,80.57,8.2,3.08,3.19,Cosmetics & Beauty
P004812,Industrial Equipment Part,30,35820.39,53.91,28.64,23.2,Industrial Goods
P004813,Consumer Electronic Device,23.06,2627.79,19.92,15.63,8.44,Electronics
P004814,Cosmetic Kit,1.96,296.04,6.08,7.15,6.81,Cosmetics & Beauty
P004815,Medicine Box,0.07,71.81,7.75,4.29,2.16,Pharmaceuticals
P004816,Folded Apparel,2.97,346.21,11.7,11.65,2.54,Apparel & Fashion
P004817,Packaged Snack Box,1.27,452.86,7.68,9.33,6.32,Food & Beverages
P004818,Home Utility Item,12.77,4136.85,15.84,13.76,18.98,Home & Living
P004819,Cosmetic Kit,1.61,420.65,7.53,9.94,5.62,Cosmetics & Beauty
P004820,Folded Apparel,1.01,642.1,15.26,7.06,5.96,Apparel & Fashion
P004821,Cosmetic Kit,2.75,297.26,7.22,7.3,5.64,Cosmetics & Beauty
P004822,Packaged Snack Box,3.05,151.68,10.93,4.18,3.32,Food & Beverages
P004823,Home Utility Item,13.78,19862.08,38.77,25.15,20.37,Home & Living
P004824,Consumer Electronic Device,22.81,1654.73,18.59,13.09,6.8,Electronics
P004825,Home Utility Item,8.64,3256.83,27.97,11.36,10.25,Home & Living
P004826,Folded Apparel,1.14,633.18,16.29,10.62,3.66,Apparel & Fashion
P004827,Packaged Snack Box,1.09,322,12.91,4.01,6.22,Food & Beverages
P004828,Medicine Box,0.59,25.37,4.91,2.61,1.98,Pharmaceuticals
P004829,Cosmetic Kit,2.06,184.49,9.35,6.09,3.24,Cosmetics & Beauty
P004830,Folded Apparel,0.96,462.46,14.15,13.34,2.45,Apparel & Fashion
P004831,Personal Care Product,1.58,219.02,10.09,4.43,4.9,Personal Care
P004832,Cosmetic Kit,0.19,59.3,3.52,3.41,4.94,Cosmetics & Beauty
P004833,Toy Action Figure,1.42,329.03,8.96,6.42,5.72,Toys
P004834,Home Utility Item,14.85,2424.6,13.53,23.83,7.52,Home & Living
P004835,Cosmetic Kit,2.22,213.43,8.04,8.79,3.02,Cosmetics & Beauty
P004836,Folded Apparel,2.74,195.74,13.64,10.79,1.33,Apparel & Fashion
P004837,Packaged Snack Box,2.83,87.04,9.8,4.27,2.08,Food & Beverages
P004838,Home Utility Item,4.55,14080.69,30.48,23.45,19.7,Home & Living
P004839,Home Utility Item,15.49,6233.49,16.52,28.18,13.39,Home & Living
P004840,Medicine Box,0.32,71.79,5.57,4.46,2.89,Pharmaceuticals
P004841,Home Utility Item,0.95,13926.66,33.03,24.89,16.94,Home & Living
P004842,Medicine Box,0.78,47.76,3.48,3.66,3.75,Pharmaceuticals
P004843,Industrial Equipment Part,65.35,6798.01,11.8,18.56,31.04,Industrial Goods
P004844,Home Utility Item,18.33,4239.81,20.8,19.79,10.3,Home & Living
P004845,Cosmetic Kit,2.26,414.19,6.78,8.38,7.29,Cosmetics & Beauty
P004846,Industrial Equipment Part,35.5,6643.8,56.94,7.32,15.94,Industrial Goods
P004847,Industrial Equipment Part,59.47,17641.87,16.33,29.86,36.18,Industrial Goods
P004848,Packaged Snack Box,1.33,714.18,9.93,11.38,6.32,Food & Beverages
P004849,Folded Apparel,3.31,103.49,10.46,8.11,1.22,Apparel & Fashion
P004850,Cosmetic Kit,0.27,243.78,6.52,5.77,6.48,Cosmetics & Beauty
P004851,Industrial Equipment Part,31.8,61026.57,52.47,34.38,33.83,Industrial Goods
P004852,Consumer Electronic Device,5.96,1491.63,15.47,8.22,11.73,Electronics
P004853,Personal Care Product,1.4,139.87,4.59,3.56,8.56,Personal Care
P004854,Toy Action Figure,0.83,69.05,10.4,5.03,1.32,Toys
P004855,Cosmetic Kit,1.21,157.3,5.31,5.17,5.73,Cosmetics & Beauty
P004856,Toy Action Figure,0.74,69.51,4.91,4.41,3.21,Toys
P004857,Packaged Snack Box,1.82,132.87,8.26,5.49,2.93,Food & Beverages
P004858,Home Utility Item,8.47,13677.99,29.76,29.5,15.58,Home & Living
P004859,Toy Action Figure,0.83,37.93,3.38,6.97,1.61,Toys
P004860,Cosmetic Kit,2.17,93.2,4.52,3.92,5.26,Cosmetics & Beauty
P004861,Packaged Snack Box,0.2,446.92,12.15,8.12,4.53,Food & Beverages
P004862,Consumer Electronic Device,19.79,5489.38,30.55,23.99,7.49,Electronics
P004863,Toy Action Figure,1.3,130.34,3.62,7.13,5.05,Toys
P004864,Industrial Equipment Part,60.07,1476.92,11,22.49,5.97,Industrial Goods
P004865,Folded Apparel,3.67,270.74,14.08,12.17,1.58,Apparel & Fashion
P004866,Toy Action Figure,1.04,169.86,10.89,4.02,3.88,Toys
P004867,Home Utility Item,13.38,2513.05,24.1,7.96,13.1,Home & Living
P004868,Medicine Box,0.95,12.03,3.04,2.05,1.93,Pharmaceuticals
P004869,Consumer Electronic Device,22.7,14016.97,38.31,28.54,12.82,Electronics
P004870,Medicine Box,0.13,102.22,7.59,4.81,2.8,Pharmaceuticals
P004871,Cosmetic Kit,1.77,96.97,8.69,3.52,3.17,Cosmetics & Beauty
P004872,Toy Action Figure,0.47,299.66,8.06,7.65,4.86,Toys
P004873,Cosmetic Kit,1.47,373.54,6.35,7.73,7.61,Cosmetics & Beauty
P004874,Home Utility Item,8.08,2899.58,11.25,16.78,15.36,Home & Living
P004875,Packaged Snack Box,4.54,1200.37,10.91,11.17,9.85,Food & Beverages
P004876,Toy Action Figure,0.93,396.26,8.85,7.5,5.97,Toys
P004877,Packaged Snack Box,0.73,180.56,8.29,7.92,2.75,Food & Beverages
P004878,Toy Action Figure,0.27,35.17,10.48,2.38,1.41,Toys
P004879,Cosmetic Kit,0.74,376.15,9.12,7.3,5.65,Cosmetics & Beauty
P004880,Personal Care Product,1.04,277.35,6.21,7.37,6.06,Personal Care
P004881,Toy Action Figure,0.5,31.43,6.86,2.9,1.58,Toys
P004882,Home Utility Item,19.93,10475.24,24.87,22.5,18.72,Home & Living
P004883,Toy Action Figure,0.9,283.5,10.93,6.22,4.17,Toys
P004884,Industrial Equipment Part,13.9,821.87,8.61,18.68,5.11,Industrial Goods
P004885,Consumer Electronic Device,0.35,11800.45,38.46,25.59,11.99,Electronics
P004886,Folded Apparel,3.12,1162.12,15.76,13.53,5.45,Apparel & Fashion
P004887,Folded Apparel,3.53,1002.33,15.47,12.46,5.2,Apparel & Fashion
P004888,Medicine Box,0.57,77.91,7.54,3.03,3.41,Pharmaceuticals
P004889,Folded Apparel,3.53,253.13,12.25,8.61,2.4,Apparel & Fashion
P004890,Home Utility Item,6.98,3114.93,6.39,22.32,21.84,Home & Living
P004891,Home Utility Item,7.14,10494.83,34.14,22.62,13.59,Home & Living
P004892,Industrial Equipment Part,66.81,14066.61,17.9,33.2,23.67,Industrial Goods
P004893,Medicine Box,0.34,34.59,4.29,4.43,1.82,Pharmaceuticals
P004894,Folded Apparel,2.67,724.75,14.2,9.63,5.3,Apparel & Fashion
P004895,Consumer Electronic Device,13.43,1510.75,17.86,7.33,11.54,Electronics
P004896,Home Utility Item,4.31,15053.79,26.56,27.08,20.93,Home & Living
P004897,Home Utility Item,10.73,15941.65,37.9,29.21,14.4,Home & Living
P004898,Packaged Snack Box,4.47,424.9,8.69,6.35,7.7,Food & Beverages
P004899,Toy Action Figure,0.28,124.77,4.21,6.69,4.43,Toys
P004900,Home Utility Item,15.49,2607.77,8.88,24.21,12.13,Home & Living
P004901,Home Utility Item,2.99,1093.43,6.27,10.55,16.53,Home & Living
P004902,Industrial Equipment Part,33.63,41570.68,38.1,33.78,32.3,Industrial Goods
P004903,Packaged Snack Box,3.78,487.4,7.96,7.03,8.71,Food & Beverages
P004904,Toy Action Figure,0.8,166.69,4.42,7.38,5.11,Toys
P004905,Cosmetic Kit,0.89,135.63,3.61,9.56,3.93,Cosmetics & Beauty
P004906,Consumer Electronic Device,0.22,5450.97,19.05,22.8,12.55,Electronics
P004907,Home Utility Item,19.14,3791.9,35.87,16.86,6.27,Home & Living
P004908,Personal Care Product,1.49,147.61,9.95,3.04,4.88,Personal Care
P004909,Personal Care Product,1.08,127.7,4.79,3.44,7.75,Personal Care
P004910,Home Utility Item,4.98,2913.1,6.57,20.7,21.42,Home & Living
P004911,Cosmetic Kit,0.12,205.18,4.05,8.08,6.27,Cosmetics & Beauty
P004912,Folded Apparel,0.61,479.18,17.16,13.11,2.13,Apparel & Fashion
P004913,Packaged Snack Box,4.65,267.14,6.81,4.25,9.23,Food & Beverages
P004914,Industrial Equipment Part,16.55,21609.51,18.01,36.57,32.81,Industrial Goods
P004915,Medicine Box,0.34,76.48,5.96,4.18,3.07,Pharmaceuticals
P004916,Packaged Snack Box,1.29,615.86,13.28,7.42,6.25,Food & Beverages
P004917,Medicine Box,0.76,79.13,6.11,4.26,3.04,Pharmaceuticals
P004918,Industrial Equipment Part,54.8,439.22,11.89,6.68,5.53,Industrial Goods
P004919,Consumer Electronic Device,24.84,1828.8,43.49,6.55,6.42,Electronics
P004920,Personal Care Product,1.57,328.24,6.25,5.37,9.78,Personal Care
P004921,Consumer Electronic Device,13.16,2578.95,22.6,23.48,4.86,Electronics
P004922,Medicine Box,0.76,35.73,7.12,2.6,1.93,Pharmaceuticals
P004923,Personal Care Product,1.94,158.58,4.82,3.58,9.19,Personal Care
P004924,Industrial Equipment Part,27.58,767.13,7.36,8.03,12.98,Industrial Goods
P004925,Industrial Equipment Part,13.55,25125.64,45.76,14.21,38.64,Industrial Goods
P004926,Medicine Box,0.72,69.84,4.98,3.74,3.75,Pharmaceuticals
P004927,Industrial Equipment Part,56.01,15332.13,35.48,27.79,15.55,Industrial Goods
P004928,Packaged Snack Box,1.7,396.76,11.23,5.04,7.01,Food & Beverages
P004929,Cosmetic Kit,0.65,191.17,8.02,5.73,4.16,Cosmetics & Beauty
P004930,Home Utility Item,16.91,1065.07,10.37,21.76,4.72,Home & Living
P004931,Folded Apparel,3.31,131.53,15.9,8.11,1.02,Apparel & Fashion
P004932,Home Utility Item,12.02,2830.41,8.78,28.13,11.46,Home & Living
P004933,Folded Apparel,0.98,263.67,11.53,9.69,2.36,Apparel & Fashion
P004934,Medicine Box,0.27,30.76,3.48,2.49,3.55,Pharmaceuticals
P004935,Folded Apparel,1.84,388.28,15.85,13.46,1.82,Apparel & Fashion
P004936,Toy Action Figure,1.21,117.75,3.83,6.5,4.73,Toys
P004937,Cosmetic Kit,2.24,181.43,5.06,7.2,4.98,Cosmetics & Beauty
P004938,Packaged Snack Box,4.68,254.48,11.34,8.19,2.74,Food & Beverages
P004939,Toy Action Figure,0.28,463.73,11.53,7.98,5.04,Toys
P004940,Consumer Electronic Device,24.45,1721.93,26.46,9.14,7.12,Electronics
P004941,Medicine Box,0.92,37.12,7.52,4.33,1.14,Pharmaceuticals
P004942,Packaged Snack Box,1.74,275.77,5.6,5.49,8.97,Food & Beverages
P004943,Medicine Box,0.98,35.7,3.07,3.8,3.06,Pharmaceuticals
P004944,Home Utility Item,17.24,4646.39,24.89,13.43,13.9,Home & Living
P004945,Toy Action Figure,1.3,69.33,7.13,3.33,2.92,Toys
P004946,Home Utility Item,19.27,1911.03,6.43,22.13,13.43,Home & Living
P004947,Consumer Electronic Device,21.66,2057.47,43.18,17.39,2.74,Electronics
P004948,Packaged Snack Box,2.62,993.71,9.81,11.42,8.87,Food & Beverages
P004949,Medicine Box,0.46,40.9,5.78,3.05,2.32,Pharmaceuticals
P004950,Cosmetic Kit,2.36,51.26,4.38,3.08,3.8,Cosmetics & Beauty
P004951,Toy Action Figure,0.15,285.38,11.1,4.41,5.83,Toys
P004952,Industrial Equipment Part,20.94,4269.48,25.02,16.19,10.54,Industrial Goods
P004953,Cosmetic Kit,1.78,422.52,9.99,6.65,6.36,Cosmetics & Beauty
P004954,Industrial Equipment Part,28.77,66853.56,41.52,49.18,32.74,Industrial Goods
P004955,Folded Apparel,1.09,179.68,9.81,6.23,2.94,Apparel & Fashion
P004956,Medicine Box,0.74,37.85,6.79,2.08,2.68,Pharmaceuticals
P004957,Home Utility Item,13.94,2514.35,14.58,28.79,5.99,Home & Living
P004958,Personal Care Product,1.63,648.83,11.33,6.69,8.56,Personal Care
P004959,Folded Apparel,3.07,371.62,9.67,10.98,3.5,Apparel & Fashion
P004960,Cosmetic Kit,1.24,365.21,8.34,5.87,7.46,Cosmetics & Beauty
P004961,Medicine Box,0.51,46,5,3.71,2.48,Pharmaceuticals
P004962,Personal Care Product,1.57,189.97,10.09,5.13,3.67,Personal Care
P004963,Medicine Box,0.26,51.55,4.28,4.38,2.75,Pharmaceuticals
P004964,Industrial Equipment Part,63.14,17742.55,41.23,41.18,10.45,Industrial Goods
P004965,Cosmetic Kit,1.52,193.95,4.4,7.25,6.08,Cosmetics & Beauty
P004966,Personal Care Product,0.53,88.93,10.79,3.17,2.6,Personal Care
P004967,Personal Care Product,0.45,201.76,5.77,7.84,4.46,Personal Care
P004968,Home Utility Item,1.95,5112.96,39.04,17.99,7.28,Home & Living
P004969,Packaged Snack Box,0.67,379.92,4.03,9.81,9.61,Food & Beverages
P004970,Folded Apparel,3.39,206.12,16.26,11.63,1.09,Apparel & Fashion
P004971,Personal Care Product,1.85,399.36,11.83,5.41,6.24,Personal Care
P004972,Medicine Box,0.27,62.24,6.07,4.29,2.39,Pharmaceuticals
P004973,Consumer Electronic Device,1.32,5588.15,48.96,18.35,6.22,Electronics
P004974,Medicine Box,0.1,38.02,3.91,3.22,3.02,Pharmaceuticals
P004975,Medicine Box,0.64,164.43,7.9,5.58,3.73,Pharmaceuticals
P004976,Packaged Snack Box,4.59,523.96,10.65,10.02,4.91,Food & Beverages
P004977,Cosmetic Kit,0.44,179.88,4.1,9.14,4.8,Cosmetics & Beauty
P004978,Packaged Snack Box,3.2,571.38,12.34,7.73,5.99,Food & Beverages
P004979,Home Utility Item,7.14,2319.55,6.16,29.19,12.9,Home & Living
P004980,Packaged Snack Box,3.1,207.22,4.35,10.05,4.74,Food & Beverages
P004981,Personal Care Product,1.68,347.2,7.51,7.93,5.83,Personal Care
P004982,Cosmetic Kit,1.29,722.07,9.64,9.41,7.96,Cosmetics & Beauty
P004983,Toy Action Figure,1.28,49.79,4.51,3.2,3.45,Toys
P004984,Personal Care Product,1.5,493.2,8.35,7.04,8.39,Personal Care
P004985,Home Utility Item,5.67,3790.8,19.09,12.22,16.25,Home & Living
P004986,Packaged Snack Box,1.35,681.35,7.49,10.74,8.47,Food & Beverages
P004987,Folded Apparel,0.69,852.04,16.64,11.18,4.58,Apparel & Fashion
P004988,Personal Care Product,0.11,192.65,5.17,5.48,6.8,Personal Care
P004989,Industrial Equipment Part,50.28,9421.41,39,19.85,12.17,Industrial Goods
P004990,Toy Action Figure,0.88,96.35,5.13,6.83,2.75,Toys
P004991,Medicine Box,0.24,51.14,5.62,3.5,2.6,Pharmaceuticals
P004992,Home Utility Item,5.33,4516.64,25.73,10.48,16.75,Home & Living
P004993,Folded Apparel,1.25,811.56,17.76,10.2,4.48,Apparel & Fashion
P004994,Medicine Box,0.88,45.52,4.11,2.84,3.9,Pharmaceuticals
P004995,Personal Care Product,1.64,83.53,3.01,7.4,3.75,Personal Care
P004996,Toy Action Figure,0.3,62.34,5.83,2.28,4.69,Toys
P004997,Industrial Equipment Part,35.12,14521.37,18.44,29.45,26.74,Industrial Goods
P004998,Folded Apparel,1.21,712.38,17.25,9.74,4.24,Apparel & Fashion
P004999,Home Utility Item,19.06,8186.36,31.35,11.94,21.87,Home & Living
P005000,Cosmetic Kit,0.42,296.98,8.76,6.99,4.85,Cosmetics & Beauty
P005001,Folded Apparel,0.28,572.1,16.18,6.56,5.39,Apparel & Fashion
P005002,Home Utility Item,17.54,1202.11,7.53,25.3,6.31,Home & Living
P005003,Packaged Snack Box,4.43,383.49,7.92,11.81,4.1,Food & Beverages
P005004,Medicine Box,0.84,19.13,4.01,2.79,1.71,Pharmaceuticals
P005005,Packaged Snack Box,4.34,173.57,6.64,5.72,4.57,Food & Beverages
P005006,Folded Apparel,3.45,581.78,15.06,9.78,3.95,Apparel & Fashion
P005007,Personal Care Product,0.88,462.11,9.02,6.84,7.49,Personal Care
P005008,Medicine Box,0.37,29.25,3.14,3.61,2.58,Pharmaceuticals
P005009,Toy Action Figure,0.86,237.62,7.33,5.82,5.57,Toys
P005010,Consumer Electronic Device,23.08,2963.17,31.19,8.7,10.92,Electronics
P005011,Consumer Electronic Device,16.19,1020.01,11.82,14.93,5.78,Electronics
P005012,Cosmetic Kit,1.55,198.32,9.36,4.74,4.47,Cosmetics & Beauty
P005013,Industrial Equipment Part,60.92,7780.4,48.04,6.52,24.84,Industrial Goods
P005014,Personal Care Product,0.18,69.49,4.07,3.15,5.42,Personal Care
P005015,Medicine Box,0.34,86.59,5.64,5.05,3.04,Pharmaceuticals
P005016,Industrial Equipment Part,41.89,29513.95,58.33,41.44,12.21,Industrial Goods
P005017,Medicine Box,0.32,46.33,4.07,5.72,1.99,Pharmaceuticals
P005018,Folded Apparel,2.15,625.29,16.78,10.96,3.4,Apparel & Fashion
P005019,Cosmetic Kit,1.57,169.66,3.82,6.16,7.21,Cosmetics & Beauty
P005020,Cosmetic Kit,1.61,144.96,8.18,3.58,4.95,Cosmetics & Beauty
P005021,Folded Apparel,3.62,754.29,16.89,10.41,4.29,Apparel & Fashion
P005022,Toy Action Figure,0.75,61.85,4.8,3.12,4.13,Toys
P005023,Home Utility Item,8.75,1596.26,6.17,23.12,11.19,Home & Living
P005024,Packaged Snack Box,3.32,522.25,11.43,5.27,8.67,Food & Beverages
P005025,Home Utility Item,16.54,5151.19,18.96,11.25,24.15,Home & Living
P005026,Cosmetic Kit,2.91,221.34,5.51,9.75,4.12,Cosmetics & Beauty
P005027,Medicine Box,0.31,89.26,5.99,4.37,3.41,Pharmaceuticals
P005028,Consumer Electronic Device,3.11,789.33,35.08,7.84,2.87,Electronics
P005029,Packaged Snack Box,1.6,222.21,9.58,11.37,2.04,Food & Beverages
P005030,Packaged Snack Box,3.84,667.13,10.64,8.25,7.6,Food & Beverages
P005031,Industrial Equipment Part,70.08,8741.75,12.82,45.98,14.83,Industrial Goods
P005032,Cosmetic Kit,0.96,246.49,9.37,3.39,7.76,Cosmetics & Beauty
P005033,Cosmetic Kit,1.51,339.09,9.41,5.51,6.54,Cosmetics & Beauty
P005034,Industrial Equipment Part,27.03,24322.96,56.82,12.62,33.92,Industrial Goods
P005035,Cosmetic Kit,1.65,178.15,6.68,3.73,7.15,Cosmetics & Beauty
P005036,Cosmetic Kit,0.9,350.66,8.35,9.09,4.62,Cosmetics & Beauty
P005037,Packaged Snack Box,3.3,242.74,9.04,5.48,4.9,Food & Beverages
P005038,Industrial Equipment Part,72.52,11615.41,48.31,35.1,6.85,Industrial Goods
P005039,Cosmetic Kit,2.21,121.39,3.38,6.59,5.45,Cosmetics & Beauty
P005040,Folded Apparel,3.24,225.71,15.42,9.63,1.52,Apparel & Fashion
P005041,Folded Apparel,3.56,508.73,13.12,8.25,4.7,Apparel & Fashion
P005042,Toy Action Figure,0.67,48.8,7.59,2.82,2.28,Toys
P005043,Toy Action Figure,1.29,66.04,5.14,3.99,3.22,Toys
P005044,Personal Care Product,1.87,507.36,10.05,6.01,8.4,Personal Care
P005045,Personal Care Product,1.54,64.16,7.57,3.39,2.5,Personal Care
P005046,Consumer Electronic Device,19.24,2761.02,23.99,23.73,4.85,Electronics
P005047,Medicine Box,0.32,28.87,4.36,4.3,1.54,Pharmaceuticals
P005048,Consumer Electronic Device,18.47,2462.71,13.19,14.53,12.85,Electronics
P005049,Medicine Box,0.32,14.98,6.08,2.07,1.19,Pharmaceuticals
P005050,Personal Care Product,1.18,321.53,8.4,4.42,8.66,Personal Care
P005051,Medicine Box,0.15,150.67,7.48,5.69,3.54,Pharmaceuticals
P005052,Consumer Electronic Device,16.54,2604.78,12.28,17.78,11.93,Electronics
P005053,Consumer Electronic Device,0.94,1866.41,18.5,18.41,5.48,Electronics
P005054,Home Utility Item,7.82,9166.96,21.19,20.98,20.62,Home & Living
P005055,Consumer Electronic Device,17.05,10337.05,45.83,29.6,7.62,Electronics
P005056,Cosmetic Kit,2.85,571.72,8.64,9.59,6.9,Cosmetics & Beauty
